,topic,argument,key_point,stance,label
12856,We should ban the use of child actors,"we should ban the use of child actors as this is exploitation of children who, probably, are forced into working rather than choosing to.",Child performers are at risk of exploitation,1,1
12857,We should ban the use of child actors,"we should ban the use of child actors as this is exploitation of children who, probably, are forced into working rather than choosing to.",Child performers are losing their childhood,1,0
12858,We should ban the use of child actors,"we should ban the use of child actors as this is exploitation of children who, probably, are forced into working rather than choosing to.",Child performers have a lot of pressure,1,0
12859,We should ban the use of child actors,"we should ban the use of child actors as this is exploitation of children who, probably, are forced into working rather than choosing to.",Child performers tend to develop problems later in life,1,0
12860,We should ban the use of child actors,we should ban the use of child actors because it exposed them to the horrors of the entertainment industry and cause drug addictions or mental issues when they get older,Being a performer harms the child's education,1,0
12861,We should ban the use of child actors,we should ban the use of child actors because it exposed them to the horrors of the entertainment industry and cause drug addictions or mental issues when they get older,Child performers are losing their childhood,1,0
12862,We should ban the use of child actors,we should ban the use of child actors because it exposed them to the horrors of the entertainment industry and cause drug addictions or mental issues when they get older,Child performers have a lot of pressure,1,0
12863,We should ban the use of child actors,we should ban the use of child actors because it exposed them to the horrors of the entertainment industry and cause drug addictions or mental issues when they get older,Child performers tend to develop problems later in life,1,1
12864,We should ban the use of child actors,we should ban the use of child actors because it forces them to grow up too quick and could damage them when they get older.,Being a performer harms the child's education,1,0
12865,We should ban the use of child actors,we should ban the use of child actors because it forces them to grow up too quick and could damage them when they get older.,Child performers are at risk of exploitation,1,0
12866,We should ban the use of child actors,we should ban the use of child actors because it forces them to grow up too quick and could damage them when they get older.,Child performers have a lot of pressure,1,0
12867,We should ban the use of child actors,we should ban the use of child actors because it forces them to grow up too quick and could damage them when they get older.,Child performers tend to develop problems later in life,1,1
12868,We should ban the use of child actors,"we should ban the use of child actors because it is a form of brainwashing, exploitation and only exposing them to pedophiles out there",Being a performer harms the child's education,1,0
12869,We should ban the use of child actors,"we should ban the use of child actors because it is a form of brainwashing, exploitation and only exposing them to pedophiles out there",Child performers are at risk of exploitation,1,1
12870,We should ban the use of child actors,"we should ban the use of child actors because it is a form of brainwashing, exploitation and only exposing them to pedophiles out there",Child performers are losing their childhood,1,0
12871,We should ban the use of child actors,"we should ban the use of child actors because it is a form of brainwashing, exploitation and only exposing them to pedophiles out there",Child performers have a lot of pressure,1,0
12872,We should ban the use of child actors,"we should ban the use of child actors because it is a form of brainwashing, exploitation and only exposing them to pedophiles out there",Child performers tend to develop problems later in life,1,0
12873,We should ban the use of child actors,we should ban the use of child actors because it is important for them to concentrate on education and making money and fame at a young age can be harmful.,Being a performer harms the child's education,1,1
12874,We should ban the use of child actors,we should ban the use of child actors because it is important for them to concentrate on education and making money and fame at a young age can be harmful.,Child performers are at risk of exploitation,1,0
12875,We should ban the use of child actors,we should ban the use of child actors because it is important for them to concentrate on education and making money and fame at a young age can be harmful.,Child performers have a lot of pressure,1,0
12876,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Being a performer harms the child's education,1,0
12877,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Child performers are at risk of exploitation,1,0
12878,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Child performers are losing their childhood,1,1
12879,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Child performers have a lot of pressure,1,0
12880,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Child performers tend to develop problems later in life,1,0
12881,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Being a performer harms the child's education,1,0
12882,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Child performers are at risk of exploitation,1,0
12883,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Child performers are losing their childhood,1,1
12884,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Child performers have a lot of pressure,1,0
12885,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Child performers tend to develop problems later in life,1,0
12886,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Being a performer harms the child's education,1,0
12887,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Child performers are at risk of exploitation,1,0
12888,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Child performers are losing their childhood,1,1
12889,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Child performers have a lot of pressure,1,0
12890,We should ban the use of child actors,we should ban the use of child actors because it takes away their childhood and innocence and forces them to grow up too fast.,Child performers tend to develop problems later in life,1,0
12891,We should ban the use of child actors,"we should ban the use of child actors because they are too young to truly understand what they are doing, and hollywood has proven to be a dangerous place for children.",Being a performer harms the child's education,1,0
12892,We should ban the use of child actors,"we should ban the use of child actors because they are too young to truly understand what they are doing, and hollywood has proven to be a dangerous place for children.",Child performers are losing their childhood,1,0
12893,We should ban the use of child actors,"we should ban the use of child actors because they are too young to truly understand what they are doing, and hollywood has proven to be a dangerous place for children.",Child performers have a lot of pressure,1,0
12894,We should ban the use of child actors,we should ban the use of child actors because they belong in school,Being a performer harms the child's education,1,1
12895,We should ban the use of child actors,we should ban the use of child actors because they belong in school,Child performers are at risk of exploitation,1,0
12896,We should ban the use of child actors,we should ban the use of child actors because they belong in school,Child performers are losing their childhood,1,0
12897,We should ban the use of child actors,we should ban the use of child actors because they belong in school,Child performers have a lot of pressure,1,0
12898,We should ban the use of child actors,we should ban the use of child actors because they belong in school,Child performers tend to develop problems later in life,1,0
12899,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Being a performer harms the child's education,1,0
12900,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Child performers are at risk of exploitation,1,0
12901,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Child performers are losing their childhood,1,1
12902,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Child performers have a lot of pressure,1,0
12903,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Child performers tend to develop problems later in life,1,0
12904,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Being a performer harms the child's education,1,1
12905,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Child performers are at risk of exploitation,1,0
12906,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Child performers are losing their childhood,1,0
12907,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Child performers have a lot of pressure,1,0
12908,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Child performers tend to develop problems later in life,1,0
12909,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Being a performer harms the child's education,1,0
12910,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Child performers are at risk of exploitation,1,0
12911,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Child performers are losing their childhood,1,1
12912,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Child performers tend to develop problems later in life,1,0
12913,We should ban the use of child actors,we should band the use of child actors as this type of work is both physically and mentally damaging to the children.,Child performers are at risk of exploitation,1,0
12914,We should ban the use of child actors,we should band the use of child actors as this type of work is both physically and mentally damaging to the children.,Child performers tend to develop problems later in life,1,0
12915,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Acting may be the child's dream,-1,0
12916,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Child performers achieve success/confidence,-1,0
12917,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Child performers are necessary for roles,-1,1
12918,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12919,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,The parents should decide for their child,-1,0
12920,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,Acting may be the child's dream,-1,0
12921,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,Child performers achieve success/confidence,-1,0
12922,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,Child performers are necessary for roles,-1,1
12923,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12924,We should ban the use of child actors,we should not ban the use of child actors as it could cause huge job losses in the entertainment industry.,The parents should decide for their child,-1,0
12925,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,Acting may be the child's dream,-1,1
12926,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,Child performers achieve success/confidence,-1,1
12927,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,Child performers are necessary for roles,-1,0
12928,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12929,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,The parents should decide for their child,-1,0
12930,We should ban the use of child actors,we should not ban the use of child actors as parents have the right to determine if their child is able to successfully act in a capacity it does them no harm.,Acting may be the child's dream,-1,0
12931,We should ban the use of child actors,we should not ban the use of child actors as parents have the right to determine if their child is able to successfully act in a capacity it does them no harm.,Child performers achieve success/confidence,-1,0
12932,We should ban the use of child actors,we should not ban the use of child actors as parents have the right to determine if their child is able to successfully act in a capacity it does them no harm.,Child performers are necessary for roles,-1,0
12933,We should ban the use of child actors,we should not ban the use of child actors as parents have the right to determine if their child is able to successfully act in a capacity it does them no harm.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12934,We should ban the use of child actors,we should not ban the use of child actors as parents have the right to determine if their child is able to successfully act in a capacity it does them no harm.,The parents should decide for their child,-1,1
12935,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",Acting may be the child's dream,-1,0
12936,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",Child performers achieve success/confidence,-1,0
12937,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",Child performers are necessary for roles,-1,1
12938,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",Child performers should not be banned as long as there is supervision/regulation,-1,1
12939,We should ban the use of child actors,"we should not ban the use of child actors because children many times are part of a television or movie script. as long as the child actor has parental guidance, everything is fine.",The parents should decide for their child,-1,0
12940,We should ban the use of child actors,"we should not ban the use of child actors because even from a young age, some people know that acting is a career they legitimately want to pursue. they're not being forced into it.",Acting may be the child's dream,-1,1
12941,We should ban the use of child actors,"we should not ban the use of child actors because even from a young age, some people know that acting is a career they legitimately want to pursue. they're not being forced into it.",Child performers achieve success/confidence,-1,0
12942,We should ban the use of child actors,"we should not ban the use of child actors because even from a young age, some people know that acting is a career they legitimately want to pursue. they're not being forced into it.",Child performers are necessary for roles,-1,0
12943,We should ban the use of child actors,"we should not ban the use of child actors because even from a young age, some people know that acting is a career they legitimately want to pursue. they're not being forced into it.",Child performers should not be banned as long as there is supervision/regulation,-1,0
12944,We should ban the use of child actors,"we should not ban the use of child actors because even from a young age, some people know that acting is a career they legitimately want to pursue. they're not being forced into it.",The parents should decide for their child,-1,0
12945,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",Acting may be the child's dream,-1,0
12946,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",Child performers are necessary for roles,-1,0
12947,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",Child performers should not be banned as long as there is supervision/regulation,-1,0
12948,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",The parents should decide for their child,-1,0
12949,We should ban the use of child actors,we should not ban the use of child actors because it would be awfully strange to watch programs and never see a child as that is not real life.,Acting may be the child's dream,-1,0
12950,We should ban the use of child actors,we should not ban the use of child actors because it would be awfully strange to watch programs and never see a child as that is not real life.,Child performers achieve success/confidence,-1,0
12951,We should ban the use of child actors,we should not ban the use of child actors because it would be awfully strange to watch programs and never see a child as that is not real life.,Child performers are necessary for roles,-1,1
12952,We should ban the use of child actors,we should not ban the use of child actors because it would be awfully strange to watch programs and never see a child as that is not real life.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12953,We should ban the use of child actors,we should not ban the use of child actors because it would be awfully strange to watch programs and never see a child as that is not real life.,The parents should decide for their child,-1,0
12954,We should ban the use of child actors,we should not ban the use of child actors because the entertainment industry would no longer be able to produce many popular shows resulting in huge joblosses.,Acting may be the child's dream,-1,0
12955,We should ban the use of child actors,we should not ban the use of child actors because the entertainment industry would no longer be able to produce many popular shows resulting in huge joblosses.,Child performers achieve success/confidence,-1,0
12956,We should ban the use of child actors,we should not ban the use of child actors because the entertainment industry would no longer be able to produce many popular shows resulting in huge joblosses.,Child performers are necessary for roles,-1,1
12957,We should ban the use of child actors,we should not ban the use of child actors because the entertainment industry would no longer be able to produce many popular shows resulting in huge joblosses.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12958,We should ban the use of child actors,we should not ban the use of child actors because the entertainment industry would no longer be able to produce many popular shows resulting in huge joblosses.,The parents should decide for their child,-1,0
12959,We should ban the use of child actors,we should not ban the use of child actors because then movies and sows wouldn't have any children in them,Acting may be the child's dream,-1,0
12960,We should ban the use of child actors,we should not ban the use of child actors because then movies and sows wouldn't have any children in them,Child performers achieve success/confidence,-1,0
12961,We should ban the use of child actors,we should not ban the use of child actors because then movies and sows wouldn't have any children in them,Child performers are necessary for roles,-1,1
12962,We should ban the use of child actors,we should not ban the use of child actors because then movies and sows wouldn't have any children in them,Child performers should not be banned as long as there is supervision/regulation,-1,0
12963,We should ban the use of child actors,we should not ban the use of child actors because then movies and sows wouldn't have any children in them,The parents should decide for their child,-1,0
12964,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,Acting may be the child's dream,-1,0
12965,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,Child performers achieve success/confidence,-1,0
12966,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,Child performers are necessary for roles,-1,1
12967,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,Child performers should not be banned as long as there is supervision/regulation,-1,0
12968,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,The parents should decide for their child,-1,0
12969,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,Acting may be the child's dream,-1,0
12970,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,Child performers achieve success/confidence,-1,0
12971,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,Child performers are necessary for roles,-1,1
12972,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12973,We should ban the use of child actors,we should not ban the use of child actors because we would not have the shows and movies that are otherwise available.,The parents should decide for their child,-1,0
12974,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Acting may be the child's dream,-1,0
12975,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Child performers achieve success/confidence,-1,0
12976,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Child performers are necessary for roles,-1,0
12977,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Child performers should not be banned as long as there is supervision/regulation,-1,1
12978,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,The parents should decide for their child,-1,0
12979,We should ban the use of child actors,we should prohibit this because it affects the development and normal behavior of children,Being a performer harms the child's education,1,0
12980,We should ban the use of child actors,we should prohibit this because it affects the development and normal behavior of children,Child performers are at risk of exploitation,1,0
12981,We should ban the use of child actors,we should prohibit this because it affects the development and normal behavior of children,Child performers are losing their childhood,1,1
12982,We should ban the use of child actors,we should prohibit this because it affects the development and normal behavior of children,Child performers have a lot of pressure,1,0
12983,We should ban the use of child actors,we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,Acting may be the child's dream,-1,0
12984,We should ban the use of child actors,we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,Child performers achieve success/confidence,-1,1
12985,We should ban the use of child actors,we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,Child performers are necessary for roles,-1,0
12986,We should ban the use of child actors,we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,Child performers should not be banned as long as there is supervision/regulation,-1,0
12987,We should ban the use of child actors,we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,The parents should decide for their child,-1,0
12988,We should ban the use of child actors,we shouldn't ban the use of child actors because it is a way for children to find a career early in their life,Acting may be the child's dream,-1,1
12989,We should ban the use of child actors,we shouldn't ban the use of child actors because it is a way for children to find a career early in their life,Child performers are necessary for roles,-1,0
12990,We should ban the use of child actors,we shouldn't ban the use of child actors because it is a way for children to find a career early in their life,Child performers should not be banned as long as there is supervision/regulation,-1,0
12991,We should ban the use of child actors,we shouldn't ban the use of child actors because it is a way for children to find a career early in their life,The parents should decide for their child,-1,0
12992,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,Acting may be the child's dream,-1,1
12993,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,Child performers are necessary for roles,-1,0
12994,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,Child performers should not be banned as long as there is supervision/regulation,-1,0
12995,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,The parents should decide for their child,-1,0
12996,We should ban the use of child actors,"we shouldn't ban the use of child actors. i think this role can be good for children, it opens up career doors, and who would fill all the roles that need a child not an adult..",Acting may be the child's dream,-1,0
12997,We should ban the use of child actors,"we shouldn't ban the use of child actors. i think this role can be good for children, it opens up career doors, and who would fill all the roles that need a child not an adult..",Child performers are necessary for roles,-1,1
12998,We should ban the use of child actors,"we shouldn't ban the use of child actors. i think this role can be good for children, it opens up career doors, and who would fill all the roles that need a child not an adult..",Child performers should not be banned as long as there is supervision/regulation,-1,0
12999,We should ban the use of child actors,"we shouldn't ban the use of child actors. i think this role can be good for children, it opens up career doors, and who would fill all the roles that need a child not an adult..",The parents should decide for their child,-1,0
13000,We should ban the use of child actors,who or what would they use instead of a child actor?as long as the child works regular hours and still goes to school what is the problem?,Acting may be the child's dream,-1,0
13001,We should ban the use of child actors,who or what would they use instead of a child actor?as long as the child works regular hours and still goes to school what is the problem?,Child performers achieve success/confidence,-1,0
13002,We should ban the use of child actors,who or what would they use instead of a child actor?as long as the child works regular hours and still goes to school what is the problem?,Child performers are necessary for roles,-1,1
13003,We should ban the use of child actors,who or what would they use instead of a child actor?as long as the child works regular hours and still goes to school what is the problem?,Child performers should not be banned as long as there is supervision/regulation,-1,1
13004,We should ban the use of child actors,who or what would they use instead of a child actor?as long as the child works regular hours and still goes to school what is the problem?,The parents should decide for their child,-1,0
13005,We should ban the use of child actors,"with the proper support system and watch dogs, we can provide healthy environments for child actors.",Acting may be the child's dream,-1,0
13006,We should ban the use of child actors,"with the proper support system and watch dogs, we can provide healthy environments for child actors.",Child performers achieve success/confidence,-1,0
13007,We should ban the use of child actors,"with the proper support system and watch dogs, we can provide healthy environments for child actors.",Child performers are necessary for roles,-1,0
13008,We should ban the use of child actors,"with the proper support system and watch dogs, we can provide healthy environments for child actors.",Child performers should not be banned as long as there is supervision/regulation,-1,1
13009,We should ban the use of child actors,"with the proper support system and watch dogs, we can provide healthy environments for child actors.",The parents should decide for their child,-1,0
13010,We should ban the use of child actors,without child actors there will be no characters for actual children to relate to,Acting may be the child's dream,-1,0
13011,We should ban the use of child actors,without child actors there will be no characters for actual children to relate to,Child performers achieve success/confidence,-1,0
13012,We should ban the use of child actors,without child actors there will be no characters for actual children to relate to,Child performers are necessary for roles,-1,1
13013,We should ban the use of child actors,without child actors there will be no characters for actual children to relate to,Child performers should not be banned as long as there is supervision/regulation,-1,0
13014,We should ban the use of child actors,without child actors there will be no characters for actual children to relate to,The parents should decide for their child,-1,0
13015,We should ban the use of child actors,without child actors there wouldn't be any films that children can relate to. they need to see their own peers in situations they can comprehend.,Acting may be the child's dream,-1,0
13016,We should ban the use of child actors,without child actors there wouldn't be any films that children can relate to. they need to see their own peers in situations they can comprehend.,Child performers achieve success/confidence,-1,0
13017,We should ban the use of child actors,without child actors there wouldn't be any films that children can relate to. they need to see their own peers in situations they can comprehend.,Child performers are necessary for roles,-1,1
13018,We should ban the use of child actors,without child actors there wouldn't be any films that children can relate to. they need to see their own peers in situations they can comprehend.,Child performers should not be banned as long as there is supervision/regulation,-1,0
13019,We should ban the use of child actors,without child actors there wouldn't be any films that children can relate to. they need to see their own peers in situations they can comprehend.,The parents should decide for their child,-1,0
13020,We should ban the use of child actors,"without child actors, a significant amount of movies and tv series simply couldn't be made and networks would struggle to fill their slots",Acting may be the child's dream,-1,0
13021,We should ban the use of child actors,"without child actors, a significant amount of movies and tv series simply couldn't be made and networks would struggle to fill their slots",Child performers achieve success/confidence,-1,0
13022,We should ban the use of child actors,"without child actors, a significant amount of movies and tv series simply couldn't be made and networks would struggle to fill their slots",Child performers are necessary for roles,-1,1
13023,We should ban the use of child actors,"without child actors, a significant amount of movies and tv series simply couldn't be made and networks would struggle to fill their slots",Child performers should not be banned as long as there is supervision/regulation,-1,0
13024,We should ban the use of child actors,"without child actors, a significant amount of movies and tv series simply couldn't be made and networks would struggle to fill their slots",The parents should decide for their child,-1,0
13025,We should ban the use of child actors,"without child actors, there will be less movies and tv shows for children to enjoy. talented children may not develop a love for acting if they can never pursue it at an early age.",Child performers achieve success/confidence,-1,0
13026,We should ban the use of child actors,"without child actors, there will be less movies and tv shows for children to enjoy. talented children may not develop a love for acting if they can never pursue it at an early age.",Child performers are necessary for roles,-1,1
13027,We should ban the use of child actors,"without child actors, there will be less movies and tv shows for children to enjoy. talented children may not develop a love for acting if they can never pursue it at an early age.",Child performers should not be banned as long as there is supervision/regulation,-1,0
13028,We should ban the use of child actors,"without child actors, there will be less movies and tv shows for children to enjoy. talented children may not develop a love for acting if they can never pursue it at an early age.",The parents should decide for their child,-1,0
1027,Homeschooling should be banned,a parent knows best what is good for their kid,Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
1028,Homeschooling should be banned,a parent knows best what is good for their kid,Homeschools can be personalized to the child's pace/needs,-1,0
1029,Homeschooling should be banned,a parent knows best what is good for their kid,Mainstream schools have a lot of violence/bullying,-1,0
1030,Homeschooling should be banned,a parent knows best what is good for their kid,Parents should be permitted to choose the education of their children,-1,1
1031,Homeschooling should be banned,a parent knows best what is good for their kid,Parents will have more ability to pay-attention/educate their child,-1,0
1032,Homeschooling should be banned,a parent knows best what is good for their kid,The home is a good learning environment,-1,0
1033,Homeschooling should be banned,a parent knows their child better than anyone else and can personalize their teaching to that childs personality,Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
1034,Homeschooling should be banned,a parent knows their child better than anyone else and can personalize their teaching to that childs personality,Homeschools can be personalized to the child's pace/needs,-1,1
1035,Homeschooling should be banned,a parent knows their child better than anyone else and can personalize their teaching to that childs personality,Mainstream schools have a lot of violence/bullying,-1,0
1036,Homeschooling should be banned,a parent knows their child better than anyone else and can personalize their teaching to that childs personality,The home is a good learning environment,-1,0
1037,Homeschooling should be banned,absolutely wrong to ban homeschooling because that helping kids to archive their success at school.,Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
1038,Homeschooling should be banned,absolutely wrong to ban homeschooling because that helping kids to archive their success at school.,Homeschools can be personalized to the child's pace/needs,-1,0
1039,Homeschooling should be banned,absolutely wrong to ban homeschooling because that helping kids to archive their success at school.,Mainstream schools have a lot of violence/bullying,-1,0
1040,Homeschooling should be banned,absolutely wrong to ban homeschooling because that helping kids to archive their success at school.,Parents should be permitted to choose the education of their children,-1,0
1041,Homeschooling should be banned,absolutely wrong to ban homeschooling because that helping kids to archive their success at school.,Parents will have more ability to pay-attention/educate their child,-1,0
1042,Homeschooling should be banned,all children attending school ensures that they are taught the values that the state and society in which they live hold to be important.,Mainstream schools are essential to develop social skills,1,0
1043,Homeschooling should be banned,all children attending school ensures that they are taught the values that the state and society in which they live hold to be important.,Parents are not qualified as teachers,1,0
1044,Homeschooling should be banned,"as long as the children follow a standardised curriculum, homeschooling can be a rewarding experience for some people.",Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
1045,Homeschooling should be banned,"as long as the children follow a standardised curriculum, homeschooling can be a rewarding experience for some people.",Mainstream schools have a lot of violence/bullying,-1,0
1046,Homeschooling should be banned,"as long as the children follow a standardised curriculum, homeschooling can be a rewarding experience for some people.",Parents should be permitted to choose the education of their children,-1,0
1047,Homeschooling should be banned,"as long as the children follow a standardised curriculum, homeschooling can be a rewarding experience for some people.",Parents will have more ability to pay-attention/educate their child,-1,0
1048,Homeschooling should be banned,"as long as the children follow a standardised curriculum, homeschooling can be a rewarding experience for some people.",The home is a good learning environment,-1,0
1049,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Homeschooling is often the best option for catering for the needs of exceptional/religious/ill/disabled students.,-1,0
1050,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Homeschools can be personalized to the child's pace/needs,-1,1
1051,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Mainstream schools have a lot of violence/bullying,-1,0
1052,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Parents should be permitted to choose the education of their children,-1,0
1053,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,Parents will have more ability to pay-attention/educate their child,-1,1
1054,Homeschooling should be banned,children can get more one on one assistance when they are homeschooled and can learn at their own pace.,The home is a good learning environment,-1,0
1055,Homeschooling should be banned,children can not learn to interact with their peers when taught at home,Homeschools cannot be regulated/standardized,1,0
1056,Homeschooling should be banned,children can not learn to interact with their peers when taught at home,Mainstream schools are essential to develop social skills,1,1
