,topic,argument,key_point,stance,label
20287,We should legalize sex selection,we should not legalize sex selection as this is enabling people to play god and may lead to the destabilisation of future generations e.g. more males than females,Sex selection is against tradition,-1,0
22288,We should subsidize journalism,this would provide more accurate and less biased opinions.,Subsidy increases objectivity in reporting,1,1
21868,We should subsidize journalism,journalism can spread lies and that does not deserve to be subsidized.,It is preferable to spend the money elsewhere,-1,0
23861,We should subsidize vocational education,vocational education should not be subsidized people should fund themselves,subsidizing vocational education leads to an influx in those professions,-1,0
11611,We should ban private military companies,private military companies should not exist and the local police force or real military should do the job instead,Private military companies main interest is profit,1,0
13358,We should close Guantanamo Bay detention camp,guantanamo bay runs on a decree that allows it to hold prisoners without trial. this violates a basic fundamental right and almost certainly means there are prisoners held that are innocent,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
17768,We should legalize cannabis,"legalizing cannabis can increase the number of drug addicts, therefore we shall not",Cannabis harms the body,-1,0
15522,We should fight for the abolition of nuclear weapons,"We should not fight for the abolition of nuclear weapons because there is no safe way to dispose of the warheads that they use, and at least now they are well maintained and monitored.",Nuclear weapons is essential for protection and deterrence,-1,0
17016,We should introduce compulsory voting,"where compulsory voting exists, in countries like australia, participation rates are the highest in the world. this inevitably leads to more truly representative democracy.",Compulsory voting increases representation,1,1
2592,The vow of celibacy should be abandoned,the vow of celibacy is a personal choice and should be left to the individual,Religious experiences and traditions should be maintained,-1,0
3800,We should abandon marriage,marriage puts women in the subservient role and keeps them there.,Marriage preserves norms that are harmful for women,1,1
10119,We should adopt libertarianism,"without a strong government, a group of people will eventually attempt to take all the power, and libertarianism will fall.",Libertarianism is unjust/non-equal,-1,0
22407,We should subsidize journalism,"we should, if it's subsidised it could mean better journalism",Subsidies will increase the quality of journalism,1,1
783,Assisted suicide should be a criminal offence,people have the right to die on their own terms and in their own time,Assisted suicide gives dignity to the person that wants to commit it,-1,0
21850,We should subsidize journalism,it would help people be more aware of news and the world around them,Subsidies will increase the quality of journalism,1,0
20059,We should legalize sex selection,"the gender of a baby is god's will and nature's way. you shouldn't mess with it, lest you get tragic consequences.",Sex selection will create abortions/infanticide,-1,0
10533,We should ban human cloning,human cloning is sick and morally wrong.,Cloning is unsafe,1,0
14620,We should end mandatory retirement,as long as someone is capable of doing his job it should be his choice when to retire and not the decision of some bureaucrat.,A mandatory retirement age decreases institutional knowledge,1,0
19056,We should legalize prostitution,the choice between what two consenting adults do is not up to the government,Legalizing sex work boosts the economy,1,0
13835,We should close Guantanamo Bay detention camp,we should close guantanamo bay detection camp because it is costly for taxpayers to keep it open with only a small amount of criminals being held there,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
21655,We should prohibit women in combat,women should be prohibited as they arent as strong as men and can be more emotional therefore they wouldnt think as clearly as men,Women soldier capture is a big concern,1,0
17778,We should legalize cannabis,legalizing cannabis is dangerous to society as users may overdose.,Cannabis harms the body,-1,1
1153,Homeschooling should be banned,home schooling provides a safe place to learn without school shooting and bullying dangers,Parents will have more ability to pay-attention/educate their child,-1,0
22424,We should subsidize space exploration,"as a country, we are falling behind in the space exploration race due to financial constraints",Space exploration is necessary for the future survival of humanity,1,0
13226,We should close Guantanamo Bay detention camp,guantanamo bay is a stain on the reputation of the usa that has acted to further the cause of terrorists around the world,Detainees have the right to trial in US courts,1,0
2256,The vow of celibacy should be abandoned,celibacy is the only 100% effective way to prevent pregnancy,Religious experiences and traditions should be maintained,-1,0
5102,We should abandon the use of school uniform,we shouldn't abandon the use of school uniform as it sets boundaries for students and shows they represent an establishment that is great at teaching,School uniform reduces bullying,-1,0
23892,We should subsidize vocational education,vocational skills such as hairdressing and baking should not be supported by public funds. if students want to learn these future careers they should pay for this education just as those going to college.,subsidizing vocational education diverts money from more worthy causes,-1,0
19158,We should legalize prostitution,we should not legalize prostitution because they spread too many diseases,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,-1,0
14084,We should end affirmative action,"Affirmative action is just another way of making the play-field uneven, it may had value in the past, but now it is just immortalising the inequality.",Affirmative action reduces quality,1,0
5937,We should abolish capital punishment,"the death penalty is a racially biased punishment, and also ineffective in deterring crime",The death penalty irreversible,1,0
4509,We should abandon the use of school uniform,School uniforms have no beneficial effect on student behavior.,School uniform harms learning/creativity,1,0
15945,We should fight urbanization,urbanization is important for the growth of economies,Urbanization benefits the environment,-1,0
22940,We should subsidize space exploration,space explorations can help education us about the universe around us and lead to extraordinary discoveries,Space exploration can help in colonizing the resources/lands of other planets,1,0
4838,We should abandon the use of school uniform,the school uniform does not allow for the uniqueness and expression of the individual,School uniform harms learning/creativity,1,0
1705,Homeschooling should be banned,homeschooling should not be banned because it is the right of parents to decide which kind of school is best for their children.,Parents will have more ability to pay-attention/educate their child,-1,0
11669,We should ban private military companies,sometimes you have to rely on the private sector when the public isn't there to help,Private military companies increase safety,-1,0
13415,We should close Guantanamo Bay detention camp,"Guantanamo harms America's image abroad, making diplomacy more difficult.",The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
15112,We should end mandatory retirement,some people are not ready to retire at the mandatory age and want to keep working,A mandatory retirement is not fair/discriminatory,1,0
9622,We should adopt libertarianism,"libertarianism is the ideal for society. it increases freedom and responsibilities. society would flourish, people would be happier.",Libertarianism increases individual freedom/liberties,1,1
7673,We should abolish the right to keep and bear arms,We should not abolish the right to keep and bear arms as this is our fundamental right and should not be something for debate.,Gun control is ineffective,-1,0
19959,We should legalize sex selection,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Sex selection will create abortions/infanticide,-1,0
7962,We should adopt an austerity regime,an austerity regime would help set our economy back on the right track.,Austerity is important to increase stability,1,0
23889,We should subsidize vocational education,vocational schools offer an excellent chance to develop some vital skills and careers in hands-on fields which don't' require traditional four-year academic training.,vocational education better fits many students,1,0
3431,We should abandon marriage,marriage is an important bond between people that offers financial and social benefits for those who choose to participate.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
23136,We should subsidize space exploration,"There is plenty of private funding available for space exploration; thus, a government subsidy is unnecessary.",There are issues more important to fund than space exploration,-1,0
5917,We should abolish capital punishment,the death penalty and capital punishment serves as an effective deterrent to discourage people from committing crimes.,The death penalty saves costs to the state,-1,0
2574,The vow of celibacy should be abandoned,"the vow of celibacy imposes unnatural restrictions on an individual - sexual appetite is normal, and shutting this off leads to emotional problems, isolation and guilt.",Celibacy is outdated,1,0
14776,We should end mandatory retirement,Mandatory retirement discourages productivity in the individuals who are nearing the age since they know they will have to leave their work soon and won't be getting any new promotions or bonuses.,A mandatory retirement age harms the economy,1,0
1968,Homeschooling should be banned,public schools are dangerous these days and homeschooling allows parents to teach their children while keeping them safe at the same time.,Parents should be permitted to choose the education of their children,-1,0
9406,We should adopt libertarianism,it would give people more liberty and freedom to live their lives the way they want it as long as long as they were not endangering other people,Libertarianism increases individual freedom/liberties,1,1
19781,We should legalize sex selection,sex selection is a way of playing god. all life is important and by discarding embryos of an unwanted sex you are killing a future life.,Sex selection reaffirms gender stereotypes/biases,-1,0
10641,We should ban human cloning,human cloning should be banned as the long term effects on the cloned is still uncertain and could lead to long term health complications,Cloning is unnatural,1,0
16924,We should introduce compulsory voting,voting should not be enforced as some candidates and prospective legislation may not be aligned to a voters views and would infringe on the views and rights of citizens.,Not everyone has the ability to go to vote,-1,0
3326,We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,0
7494,We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished since there are too many unnecessary shootings going on these days.,Guns lead to accidental deaths,1,0
12603,We should ban the use of child actors,many child actors aren't taught how to cope with fame and end up turning to drugs and alcohol which is bad for them.,Being a performer harms the child's education,1,0
9834,We should adopt libertarianism,no one has to give up anything they earn making it easier to become richer.,Libertarianism increases economic growth,1,1
23402,We should subsidize vocational education,by subsidising training it may lead to more employers taking on trainees.,vocational education better fits many students,1,0
18909,We should legalize prostitution,prostitution is not a job and we should not allow it because we would not want our daughters to do it.,Legalizing sex work will increase violence against women,-1,0
21948,We should subsidize journalism,"journalism is necessary to any society, to both report the news and keep people informed of important issues they may not be aware of otherwise.",Subsidies will increase the quality of journalism,1,0
16367,We should introduce compulsory voting,compulsory voting is a violation of one's free will and government should not infringe on a persons free will choice.,Not everyone has the ability to go to vote,-1,0
12676,We should ban the use of child actors,the use of child actors is dangerous for society as it supports the hyper-sexualization of all children in society.,Being a performer harms the child's education,1,0
21266,We should prohibit women in combat,women are just as capable of fighting as men.,Women are an asset in combat,-1,0
18585,We should legalize prostitution,legalizing prostitution will increase the number of women who enter into this degrading profession.,Legalizing sex work will increase violence against women,-1,0
945,Assisted suicide should be a criminal offence,"The Hippocratic Oath states, ""First, do no harm"" - assisted suicide violates a doctor's duty not to do harm to a patient.",Assisted suicide is akin to killing someone,1,0
23664,We should subsidize vocational education,vocation educational works to reduce unemployment among less-educated youths. subsidizing it will get more youths to get jobs and develop the economy,vocational education is beneficial for the entire market/society,1,1
762,Assisted suicide should be a criminal offence,no-one has the right to play god and decide to help another person to die.,Assisted suicide should not be allowed because many times people can still get better,1,0
21765,We should prohibit women in combat,"Women who are fit to serve in combat situations should be allowed to do so. Once they pass the requirements, we have no rights to stop them.",Women should be accepted as long as they pass the tests,-1,1
14998,We should end mandatory retirement,people are living healthier longer now and forcing retirement based on arbitrary guidelines like age is a bad idea.,We should let everyone retire when they are ready,1,1
1732,Homeschooling should be banned,homeschooling should not be banned because there is so much crime in the schools that the parents have a right to keep their kids home and teach them,Mainstream schools have a lot of violence/bullying,-1,1
563,Assisted suicide should be a criminal offence,doctors take an oath to do no harm - assisting in suicide violates this,People who are ill do not have clear judgement and are in need of help,1,0
20762,We should prohibit women in combat,by allowing women in combat we are putting them at a higher risk than men because they are not as strong or fast in reacting therefore they are putting themselves and everyone around them in danger.,Women cannot overcome physical/emotional/mental barriers,1,1
14793,We should end mandatory retirement,Mandatory retirement ensures that at least some positions open up in a profession on a predictable basis. It allows younger workers to enter the field as older workers exit.,mandatory retirement age benefits those that are about to be retired,-1,0
3774,We should abandon marriage,marriage provides a more stable enviroment in which to bring up children,Marriage makes people happy,-1,0
3688,We should abandon marriage,marriage is still a valuable part of our society,Marriage provides important financial benefits,-1,0
6889,We should abolish intellectual property rights,we should not abolish intellectual property rights because an individuals should be able to keep the property they create solely for their own benefit and not the benefit of the whole world.,Intellectual property rights incentivize investment in developing new products,-1,0
21357,We should prohibit women in combat,women are smaller and weaker than men and would be more susceptible to capture.,Women soldier capture is a big concern,1,1
16250,We should fight urbanization,we should support keeping land untouched and able to grow crops,Urbanization causes crime,1,0
17620,We should legalize cannabis,"if there are no third party harms, then an individual should be able to use any substance they so choose.",If cannabis was legalized it could be regulated,1,0
10175,We should ban human cloning,"cloning can mean cloning organs, not necessarily whole people, and cloned organs would save many lives as it would reduce rejection and save people who do not get a donor in time.",Cloning promotes science/research,-1,0
8380,We should adopt an austerity regime,restructuring our nation's debt will help keep our country for going into a terrible depression,Austerity is important in the long term,1,0
2266,The vow of celibacy should be abandoned,celibacy is unnatural and serves no useful purpose in regards to a persons faith,Celibacy reduces the pool of people wanting to become priests,1,0
2379,The vow of celibacy should be abandoned,it is ridiculous that anyone would not have sex because of some 2000 year old fairy tale.,Celibacy leads to wrong sexual behaviour,1,0
10012,We should adopt libertarianism,We should not adopt libertarianism as it will mean that people will lose respect for authority and laws and it will lead to greater problems in society.,Libertarianism harms economic growth,-1,0
21859,We should subsidize journalism,journalism and free press are essential for transparency in society and it is important to keep people informed.,Journalism is important to information-spreading/accountability,1,1
7588,We should abolish the right to keep and bear arms,We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,Banning guns would save lives,1,1
2619,The vow of celibacy should be abandoned,the vow of celibacy is an ancient ritual of priesthood that serves the purpose of maintaining purity and should not be abandoned.,Religious experiences and traditions should be maintained,-1,1
16199,We should fight urbanization,we should fight urbanization because of the environmental impacts it has on the planet.,Urbanization causes crime,1,0
23409,We should subsidize vocational education,ensuring participation in vocational education is important in making sure we have a enough people skilled in trades.,vocational education is beneficial for the entire market/society,1,1
10199,We should ban human cloning,cloning is controversial and it is against religious ethics,Cloning is unethical/anti-religious,1,1
19820,We should legalize sex selection,"sex selection is playing god, will create gender imbalances and create negative stereotypes concerning male/female preferences.",Sex selection will create abortions/infanticide,-1,0
6651,We should abolish intellectual property rights,it keeps others from infringing on patented ideas,Intellectual property rights incentivize creativity/innovation,-1,0
18428,We should legalize prostitution,it's a slippery slope. morally it gives the wrong message. next it will be seen as a career move.,Legalization will lead to more sexually transmitted diseases,-1,0
17169,We should legalize cannabis,cannabis creates a stoner subculture which is a blight on our society.,Legal cannabis will boost the black-market/criminal activity,-1,0
6558,We should abolish intellectual property rights,intellectual property rights should be abolished as there is no real evidence that someone thought of something first and they should not profit in perpetuity from someone else using their claimed knowledge.,Intellectual property rights harm creativity/innovation,1,0
20668,We should prohibit flag burning,the flag is an american symbol of honer and integrity and should not be destroyed as this is negative to the values shared by the majority of americans.,flag burning is an inflammatory act,1,0
20480,We should prohibit flag burning,flag burning is a right guaranteed under the first amendment,flag burning is justified due to freedom of expression,-1,1
730,Assisted suicide should be a criminal offence,Murder is murder no matter the circumstances,Assisted suicide should not be allowed because many times people can still get better,1,0
2812,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned as it is old school and we need to get updated as a society.,Celibacy leads to wrong sexual behaviour,1,0
11161,We should ban private military companies,only the federal government should be allowed to handle any military training.,Private military companies main interest is profit,1,0
3816,We should abandon marriage,marriage shouldn't be abandoned because it is a scared thing and bonds two people together as one and many people still believe in that,Marriage provides important financial benefits,-1,0
13930,We should end affirmative action,affirmative action allows those without the financial resources access to universities that they may otherwise have been locked out of being able to attend.,Affirmative action reduces discrimination,-1,0
7618,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because there are those who abuse that power and go on rampages killing innocent people and shooting up schools.,Banning guns would save lives,1,0
12277,We should ban the use of child actors,child actors cannot be banned since a typical family would never be able to be depicted on film or television,The parents should decide for their child,-1,0
6497,We should abolish intellectual property rights,Intellectual property rights keep people from making needed improvements to ideas first thought of by someone else.,Intellectual property rights are unfair,1,0
18702,We should legalize prostitution,Legalizing prostitution would strengthen the position of women - the best way to combat sexual violence.,Legalizing sex work boosts the economy,1,0
4052,We should abandon marriage,we shouldn't abandon marriage because is important for society and union for people,Marriage makes people happy,-1,0
21456,We should prohibit women in combat,"women do not have the physical abilities that men do, which are necessary in life or death combat situations",Women cannot overcome physical/emotional/mental barriers,1,1
15640,We should fight urbanization,urban development of neighborhoods leads to more crime and violence..,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
24056,We should subsidize vocational education,we shouldn't subsidize vocational education because jobs in that field are often low paying,subsidizing vocational education is expensive,-1,0
2363,The vow of celibacy should be abandoned,it is a requirement for christianity and each religion has its rules and must be respected,Priests choose to be celibates,-1,0
3666,We should abandon marriage,marriage is revered in religious faith and has been an institution that provides legal and symbolic love and lifelong virtue.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
18098,We should legalize cannabis,there are so many legitimate reasons to use cannabis that we should legalize it to free up the police to chase proper criminals and not waste time on cannabis users.,People should be allowed to do whatever they want to their own bodies,1,0
20810,We should prohibit women in combat,Having women in combat causes men to act differently than their training calls for endangering units.,Women cannot overcome physical/emotional/mental barriers,1,0
22527,We should subsidize space exploration,mankind has so much more to learn about physics and the nature of things through space exploration that it must be subsidized.,Space exploration can help in colonizing the resources/lands of other planets,1,0
14572,We should end affirmative action,we should not end affirmative action because minorities suffer a lot and need help,Affirmative action reduces discrimination,-1,1
17095,We should legalize cannabis,"cannabis can be a gateway drug for other more harmful substances, and starts the user on a slippery, downward slope of dependence and addiction.",Cannabis harms the body,-1,0
10075,We should adopt libertarianism,"we should not let people have control of everything, there needs to be control",Libertarianism harms minorities/those who are worse off,-1,0
4935,We should abandon the use of school uniform,uniforms allow students to look the same and not have to follow the fashion while at school,School uniforms saves costs,-1,0
14030,We should end affirmative action,affirmative action hurts more people than it helps.,Affirmative action reduces quality,1,0
12904,We should ban the use of child actors,we should ban the use of child actors because they should be in school and learning,Being a performer harms the child's education,1,1
10125,We should adopt libertarianism,"without any sense or order or control, criminals would run rife.",Libertarianism harms economic growth,-1,0
19118,We should legalize prostitution,We should legalize prostitution in order to avoid giving young people criminal records that will hurt their job prospects down the line.,Legalizing sex work will make the profession safer for women,1,0
21914,We should subsidize journalism,"Journalism is essential for an informed democracy, so better journalism means more effective democracy.",Subsidies will increase the quality of journalism,1,0
12104,We should ban the use of child actors,child actors are exposed to too much of an adult world and are at a greater risk of being exposed to drugs and drink. many former child actors have ended up as addicts because of this.,Child performers have a lot of pressure,1,0
3060,The vow of celibacy should be abandoned,this practice is not natural and often leads to secret crimes especially on children.,Celibacy is unhealthy/unnatural,1,1
4348,We should abandon the use of school uniform,School uniforms can alleviate peer pressure due to clothing choices.,Children can still express themselves using other means,-1,0
13199,We should close Guantanamo Bay detention camp,guantanamo bay housing the most dangerous criminals to our country and the idea of it also aids in preventing some from embarking on terrorist tactics for fear of imprisonment in the facility.,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
2736,The vow of celibacy should be abandoned,the vow of celibacy is too restrictive and hard to maintain. plus it's not actually mandated in the scriptures. therefore let's do away with it and let them be happy.,Celibacy leads to wrong sexual behaviour,1,0
21938,We should subsidize journalism,journalism is incredibly important when it comes to unbiased coverage of our government.,Subsidy increases objectivity in reporting,1,1
4872,We should abandon the use of school uniform,the school uniform minimizes students' creative thinking. we must eliminate the use of school uniforms to achieve better student performance in young people,School uniforms are often uncomfortable/sexist,1,0
21877,We should subsidize journalism,journalism has been an important profession.,A subsidy is important to make journalism viable,1,0
10126,We should adopt libertarianism,"without any sense or order or control, criminals would run rife.",Libertarianism harms minorities/those who are worse off,-1,0
17293,We should legalize cannabis,cannabis is a gateway drug that can lead to users using more potent drugs like cocaine.,Cannabis harms the body,-1,0
24049,We should subsidize vocational education,"We should subsidize vocational education to support students who wish to follow a different education path to those going to university, who would be ineligible for scholarships and grants.",vocational education better fits many students,1,1
8517,We should adopt an austerity regime,"to be able to provide a stable economy, an austerity regime is necessary to operate on a balanced budget.",Austerity regime is essential in economically troubled times,1,0
10602,We should ban human cloning,human cloning may solve all types of medical problems.,Cloning helps those who can’t otherwise have a child,-1,0
20125,We should legalize sex selection,"There is no certainty that the process will be a success, and couples may end up wasting time and money.",Sex selection is against tradition,-1,0
4609,We should abandon the use of school uniform,School uniforms keep the distraction of clothing choice comparison from affecting the education of the children negatively.,Children can still express themselves using other means,-1,0
4929,We should abandon the use of school uniform,uniforms allow children to concentrate on learning and not fashion,School uniforms encourage discipline or focus on learning,-1,1
12202,We should ban the use of child actors,"child actors are put in situation vulnerable to predators, miss opportunities of education as well as being able to form solcial bonds in the everyday world.",Child performers tend to develop problems later in life,1,0
532,Assisted suicide should be a criminal offence,assisting suicide is the same of assisting murder. both are crimes.,Assisted suicide should not be allowed because many times people can still get better,1,0
19522,We should legalize sex selection,parents should not play god and choose what kind of child they want,Sex selection reaffirms gender stereotypes/biases,-1,0
10778,We should ban human cloning,if we begin to play god with our scientific advances that could very well lead to our demise.,Cloning is not understood enough yet,1,0
5583,We should abolish capital punishment,"capital punishment should be abolished because man is not the one that should be making the decision to take a life, but leave that to the all mighty god.",The death penalty irreversible,1,0
19425,We should legalize sex selection,legalized sex selection would help couples prepare for the birth of their baby,Sex selection allows for better family planning,1,1
6860,We should abolish intellectual property rights,we should ban intellectual property rights because not everyone sees issue such as copyright in the same way. there can be loopholes which people abuse.,Intellectual property rights waste money,1,0
6181,We should abolish capital punishment,"Without harsh punishments for their offenses, criminals will be taking advantage of weaker people and victims",The death penalty is proportional,-1,0
15858,We should fight urbanization,urbanization helps people stay close to the stuff they need like grocery stores,Urbanization benefits the environment,-1,0
4447,We should abandon the use of school uniform,school uniforms do not allow a student to be an individual in regards to clothing and individuality is an important lesson that children need.,School uniform is harming the student's self expression,1,0
23722,We should subsidize vocational education,vocational education is a hands on learning enviornment where job skills can be learned on the job and therefore doesn't need to be subsidized.,subsidizing vocational education is expensive,-1,0
17988,We should legalize cannabis,scientific studies have shown that cannabis is safe as a recreational drug,Legalizing cannabis will reduce black-market/criminal activity,1,0
22271,We should subsidize journalism,there are more important issues like health and safety to to spend our money on than journalism,Government intervention has the risk of inserting bias/harming objectivity,-1,0
22591,We should subsidize space exploration,space exploration can allow for satellite placement to warn of weather as well as the actions of countries that intend to cause harm.,Space exploration unravels information about the universe,1,0
2489,The vow of celibacy should be abandoned,some people choose celibacy to practice their religion. they should be allowed to do so.,Removing celibacy could lead to sexually reckless acts,-1,0
13539,We should close Guantanamo Bay detention camp,it is not right to hold people indefinitely without a trial and due process,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
12345,We should ban the use of child actors,child actors should be banned as they miss out on growing up properly in a stable family environment and get adequate education.,Child performers are losing their childhood,1,1
18144,We should legalize cannabis,we should legalize cannabis as it appears to do more good than harm for those that have illnesses.,People should be allowed to do whatever they want to their own bodies,1,0
10649,We should ban human cloning,human cloning should be banned as this is considered to be immoral to many religious people.,Cloning is unsafe,1,0
9556,We should adopt libertarianism,libertarianism is a form of selfishness which promotes the rights of the individual over the rights of everyone.,The government is essential to protect the rights of citizens,-1,0
105,Assisted suicide should be a criminal offence,assisted suicide is a crime and people involved should be sent to prison,People do not have the right to self-harm/harm others,1,0
6,Assisted suicide should be a criminal offence,a cure or treatment may be discovered shortly after having ended someone's life unnecessarily.,People who are ill do not have clear judgement and are in need of help,1,0
23561,We should subsidize vocational education,Subsidizing vocational education would be beneficial to students who want to further their education or train for new careers.,vocational education is beneficial for the entire market/society,1,0
4291,We should abandon the use of school uniform,school uniforms are beneficial for students because it creates uniformity and lessens clothing bullying and the distinction between the monied and the poor. school uniforms also ensure modest coverage of all.,Children can still express themselves using other means,-1,0
17982,We should legalize cannabis,sale of cannabis should not be legalized because it is a dangerous drug with known risks and adverse effects,Cannabis is a gateway-drug/addictive,-1,0
11039,We should ban human cloning,we should not ban human cloning because this will lessen our chances for finding cures to the some of the most deadly diseases such as cancer and dementia,Cloning promotes science/research,-1,1
5095,We should abandon the use of school uniform,we should not force parents with limited funds to buy a whole separate wardrobe for their children to go to school,School uniforms increase conformity or harm individuality,1,0
8023,We should adopt an austerity regime,austerity affects the poorest in society most and the rich do not feel the effects,Austerity results in lower growth,-1,0
16934,We should introduce compulsory voting,we need more people to speak in elections,People have an obligation to vote,1,0
21659,We should prohibit women in combat,women should be prohibited from combat as they are the weaker sex physically and have bodily functions that cannot be accommodated well in the field.,Women soldier capture is a big concern,1,0
15767,We should fight urbanization,urbanization creates spaces that are unhealthy and crime ridden,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
9841,We should adopt libertarianism,people need rules to maintain a civil society,Libertarianism harms economic growth,-1,0
1925,Homeschooling should be banned,parents should determine how their children sill be taught and use homeschooling if it meets their needs. government can determine the educational requirements not the teaching method.,Mainstream schools have a lot of violence/bullying,-1,0
18692,We should legalize prostitution,Legalizing prostitution would reduce crime and get prostitutes off the streets.,Legalizing sex work will make the profession safer for women,1,1
8652,We should adopt an austerity regime,We should not adopt an austerity regime because this move hurt people that are living on their pensions and people pay more taxes and this hurt a lot of people,Austerity cuts access to essential services,-1,0
23769,We should subsidize vocational education,Vocational education is not as expensive as pursuing an academic degree and does not need to be subsidized.,vocational education is not a good career choice,-1,0
19694,We should legalize sex selection,Sex selection can prevent gender-specific diseases from being passed onto a baby.,Sex selection will prevent abortions/infanticide,1,0
5297,We should abolish capital punishment,capital punishment is a barbaric practice that is outdated and shouldn't exist in a civilized society.,The death penalty harms the disenfranchised,1,0
8823,We should adopt atheism,atheism is good if you arent a religious person.,Atheism should be adopted since we cannot prove that God exists,1,0
6213,We should abolish intellectual property rights,abolishing intellectual property rights would damage the economy since there would be less incentive to bring new and innovative products to market,Intellectual property rights protect against stealing,-1,0
1316,Homeschooling should be banned,homeschooling does not educate children in the way they should be educated causing them to often be behind those of their own age.,Parents are not qualified as teachers,1,0
14485,We should end affirmative action,we should end affirmative action because is important is some activities,Affirmative action reduces quality,1,0
14788,We should end mandatory retirement,"Mandatory retirement discriminates people based on their age, as it doesn't take into account the capacity of the individual to perform their job at a high level.",A mandatory retirement reduces the quality of life for those forced to retire,1,0
4672,We should abandon the use of school uniform,school uniforms make sure that each student starts out in an equal environment.,School uniforms saves costs,-1,0
9136,We should adopt atheism,"the religions are not more than a system that was born to contribute an order that today is defined by the political systems of each country, reason why the atheism should be adopted by the modern society",Science can adequately explain the Universe,1,0
18610,We should legalize prostitution,legalizing prostitution would allow for regulations and benefits that would help sex workers via offering protection with rights granted to legal employment as well as financial prosperity.,"Legalizing sex work increases sex workers' benefits (e.g. health care, safe sex, unionization, etc.)",1,1
17491,We should legalize cannabis,cannabis provides an introduction to more addictive drugs and can cause mental illness and so should not be legalized,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
7816,We should adopt an austerity regime,an austerity regime has never been shown to work because there is always someone who insists that his project must be funded,Austerity extend recessions,-1,0
5118,We should abandon the use of school uniform,wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing,Children can still express themselves using other means,-1,0
5907,We should abolish capital punishment,the capital punishment is a setback of the current civilization,The death penalty is a waste of resources,1,0
14445,We should end affirmative action,we must continue supporting the unprotected classes since they are at a disadvantage and it is our historical duty for years of oppression to help them,Affirmative action is necessary to compensate for the past,-1,1
11931,We should ban private military companies,wealthy people or companies may have a need to have their own type of military to protect themselves and their assets and should therefore be allowed to.,Private military companies are well-trained/better equipped,-1,0
21813,We should subsidize journalism,"if journalism was subsidised it would encourage more inaccurate, poor quality work.",Government intervention has the risk of inserting bias/harming objectivity,-1,1
19376,We should legalize sex selection,it will eliminate the need to keep trying to until you get the gender you want.,Sex selection makes the family more happy/complete,1,0
18245,We should legalize cannabis,we should not legalize cannabis as it is a harmful foreign substance that causes brain damage when consumed on a regular basis.,Cannabis increases lack-of-judgement/accidents,-1,0
19313,We should legalize sex selection,"if someone would rather have a boy or a girl, they should have the right to choose.",Sex selection allows for better family planning,1,0
22960,We should subsidize space exploration,spcae exploration is very expensive and there are millions of people suffering who would benefit greatly from the money that is spent subsidizing space exploration.,Space exploration can be carried by the private sector,-1,0
7582,We should abolish the right to keep and bear arms,"we should abolish the right to bear arms because, in a majority of cases, no one but those in the military actually require weapons such as guns on a regular basis.",Guns can fall into the wrong hands,1,0
9250,We should adopt atheism,we should not adopt atheism as people have the right to believe the way they want when it come to a higher power.,Atheism lacks morality,-1,0
14408,We should end affirmative action,"Systems of oppression have stolen generations of wealth from women and minorities, and the least that we as a society can do to recuperate that value is to give them more opportunities to succeed.",Affirmative action reduces discrimination,-1,0
22058,We should subsidize journalism,journalists need to be funded so they can travel and get the truth about news stories instead of spreading rumors.,Journalism is important to information-spreading/accountability,1,1
1313,Homeschooling should be banned,homeschooling does not allow the child or children to socialize with others of their own age.,Parents are not qualified as teachers,1,0
19013,We should legalize prostitution,"rights to individual autonomy and privacy allow adults to make their own decisions and sexual activity is a private, individual choice that should not be subject to criminal penalties","Legalizing sex work increases sex workers' benefits (e.g. health care, safe sex, unionization, etc.)",1,0
4572,We should abandon the use of school uniform,school uniforms impose an additional cost burden on families from disadvantaged backgrounds who may be struggling,School uniform is harming the student's self expression,1,0
293,Assisted suicide should be a criminal offence,assisted suicide is too dangerous as if someone is weak and feeble a manipulative person could encourage them to kill themselves when they do not really want to.,People do not have the right to self-harm/harm others,1,0
19484,We should legalize sex selection,most people believe that sex selection is immoral and unethical and leads to serious societal issues.,Sex selection reaffirms gender stereotypes/biases,-1,0
