,Unnamed: 0,topic,argument,key_point,stance,label
1156,5337,We should abolish capital punishment,capital punishment is an immoral act.,The death penalty irreversible,1,0
9514,11344,We should ban private military companies,private military companies aren't regulated and have been linked to using mercenary tactics they operate for financial gains,Private military companies are not professional,1,0
10116,6979,We should abolish the right to keep and bear arms,abolishing the right to keep and bear arms would put all innocent people at risk because people who want to kill will find a way to do so and innocent people will be defenseless,Gun ownership is a right,-1,0
16634,2779,The vow of celibacy should be abandoned,the vow of celibacy puts undue pressure on priests to have a lifestyle that is unnatural and has been linked to child abuse cases because of their frustration.,Celibacy is unhealthy/unnatural,1,1
6381,19522,We should legalize sex selection,parents should not play god and choose what kind of child they want,Sex selection reaffirms gender stereotypes/biases,-1,0
5332,21042,We should prohibit women in combat,we should not prohibit women in combat because they have the same rights as men,Women can create unique skills/strategies,-1,0
7987,21842,We should subsidize journalism,it is important to ensure that the public is able to receive the news.,Subsidy increases objectivity in reporting,1,0
8146,22001,We should subsidize journalism,journalism should be free from bias and present facts no matter what. if subsidized news would. have an automatic bias towards whoever is funding it which leads to inaccurate reporting and doubtful audiences.,Government intervention has the risk of inserting bias/harming objectivity,-1,1
15245,6274,We should abolish intellectual property rights,i think that we shouldn't abolish intellectual property rights for their hard work,Intellectual property rights incentivize investment in developing new products,-1,0
6543,19684,We should legalize sex selection,sex selection can possibly destroy the natural selection and over balance the society.,It is unethical/unhealthy for parents to intervene,-1,0
14390,262,Assisted suicide should be a criminal offence,"assisted suicide is really just another word for murder or homicide,",Assisted suicide should not be allowed because many times people can still get better,1,0
4575,4678,We should abandon the use of school uniform,school uniforms place an unneeded financial burden on parents that are already paying large sums for private schools besides the fact that dress clothes are uncomfortable and add distraction to learning.,School uniform is harming the student's self expression,1,0
14218,90,Assisted suicide should be a criminal offence,Assisted suicide helps those who are in pain due to a devastating disease end their own lives on their own terms.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
2220,13246,We should close Guantanamo Bay detention camp,guantanamo bay is an infringement on human rights,Detainees have the right to trial in US courts,1,0
8025,21880,We should subsidize journalism,journalism has been an important profession.,Subsidy increases objectivity in reporting,1,0
1742,5923,We should abolish capital punishment,The death penalty goes against our most basic human right - the right to life,The death penalty is a waste of resources,1,0
6162,19303,We should legalize sex selection,"if one gender greatly outnumbers the other, it could cause big problems when they become adults and can't find partners to have children with.",Sex selection is against tradition,-1,0
6254,19395,We should legalize sex selection,its unnatural. you shouldn't have the right or ability to choose or abort based solely on sex. this can lead to complete disproportionate numbers if people decide to favor one sex over the other.,It is unethical/unhealthy for parents to intervene,-1,1
6385,19526,We should legalize sex selection,people being able to outwardly choose how they feel on the inside is important,Sex selection makes the family more happy/complete,1,0
751,10888,We should ban human cloning,this is an unnatural process that should be against the law.,Cloning is unsafe,1,0
13350,22600,We should subsidize space exploration,"space exploration can provide valuable scientific information, and should be subsidized to ensure its continuation",Space exploration can help in colonizing the resources/lands of other planets,1,0
5068,20778,We should prohibit women in combat,"elimating women from combat situations flies in the face of gender equality - it is outdated to limit the participation of somebody purely based on sex, irrespective of how dangerous it may be.",Women can overcome differences and be just as capable in combat,-1,0
4912,5015,We should abandon the use of school uniform,we should abandon the use of school uniforms because if serves no purpose other than provide income to the company that produces the uniform.,School uniforms increase conformity or harm individuality,1,0
16421,2566,The vow of celibacy should be abandoned,the vow of celibacy has always been an important test of a person's moral fortitude and should not be abandoned.,Celibacy is a strong religious belief,-1,0
10208,7071,We should abolish the right to keep and bear arms,guns are not allowed in most european countries and crime is lower there.,Guns can fall into the wrong hands,1,0
10875,7738,We should abolish the right to keep and bear arms,we shouldn't completely abolish the right to keep and bear arms. every human being should have the right to defend themselves from enemies foreign and domestic.,Gun ownership is necessary for hunting/sports-shooting,-1,0
474,10611,We should ban human cloning,human cloning not only can aid in securing the longevity of a familial line but aid in research to target diseases that can find a cure.,Cloning promotes science/research,-1,1
1761,5942,We should abolish capital punishment,the death penalty is a violation of the human right to life,The death penalty is a waste of resources,1,0
8191,22046,We should subsidize journalism,journalists are more interested in being famous than in actually giving us the news,It is preferable to spend the money elsewhere,-1,0
8372,22227,We should subsidize journalism,subsidizing journalism would make it beholden to the current administration and the integrity would decline.,Government intervention has the risk of inserting bias/harming objectivity,-1,1
9235,14586,We should end affirmative action,we should select people based on their merit only. affirmative action is discriminatory.,Affirmative action is ineffective,1,0
12884,15977,We should fight urbanization,urbanization is not good for nature & increases pollution & climate change,Urbanization causes crime,1,0
10188,7051,We should abolish the right to keep and bear arms,gun violence is out of control and guns are getting into the wrong hands,Gun ownership allows for mass-shootings/general gun violence,1,1
13843,23093,We should subsidize space exploration,"there are more practical needs, like housing and infrastructure, in which we should invest.",Space exploration is ineffective,-1,0
5934,21644,We should prohibit women in combat,women should be free to choose if they wish to serve in the armed forces and engage in combat.,Women should be able to serve in combat if they choose to,-1,1
5738,21448,We should prohibit women in combat,"women can perform as well as men in combat situations, sometimes better. they can strategize and problem solve in great ways during combat situations.",Women should be able to serve in combat if they choose to,-1,0
9910,11740,We should ban private military companies,they are regulated differently and might not act according to standard rules,Private military companies main interest is profit,1,0
3780,12834,We should ban the use of child actors,we must not allow child labor wherever it comes from,Child performers have a lot of pressure,1,0
17012,3157,The vow of celibacy should be abandoned,"with the many number of sexual abuse cases out there, the vow of celibacy has already been broken.",Celibacy is unhealthy/unnatural,1,0
9797,11627,We should ban private military companies,private military companies take on missions when our military doesn't have enough manpower.,Private military companies increase safety,-1,0
14419,291,Assisted suicide should be a criminal offence,assisted suicide is too dangerous as if someone is weak and feeble a manipulative person could encourage them to kill themselves when they do not really want to.,Assisted suicide should not be allowed because many times people can still get better,1,0
6414,19555,We should legalize sex selection,people should have the right to choose the sex of their child,Sex selection prevents diseases in the child,1,0
15063,935,Assisted suicide should be a criminal offence,TAKING A LIFE SHOULD BE WRONG REGARDLESS OF THE REASON IT IS BEING DONE,Assisted suicide should not be allowed because many times people can still get better,1,0
817,10954,We should ban human cloning,we should ban human cloning because it is not fair to the clone who is a living being but has no parents or friends and is essentially a lab experiment,Cloning is unsafe,1,0
7519,14868,We should end mandatory retirement,"mandatory retirement is harsh. it pushes workers who might still be viable out of the workforce for no other reason than their age, often leaving them to struggle.",A mandatory retirement reduces the quality of life for those forced to retire,1,1
717,10854,We should ban human cloning,there are too many things that can go wrong and we should not allow human cloning,Cloning is unsafe,1,1
1663,5844,We should abolish capital punishment,"Retribution as a principle of punishment is fundamentally unjust, and capital punishment does not serve any of the other purposes of punishment, such as deterrence and rehabilitation.",The death penalty harms the disenfranchised,1,0
10532,7395,We should abolish the right to keep and bear arms,the right to keep and bear arms is a basic right granted by the second amendment,Gun control is ineffective,-1,0
4396,4499,We should abandon the use of school uniform,school uniforms ensure a standard dress code that prohibits revealing clothing and adds a degree of order and cleanliness to the learning environment.,School uniforms encourage discipline or focus on learning,-1,1
12813,15906,We should fight urbanization,urbanization is bad for local communities.,Urbanization causes crime,1,0
2256,13282,We should close Guantanamo Bay detention camp,guantanamo bay is outdated and barbaric,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
4326,4429,We should abandon the use of school uniform,school uniforms cut down on bulling and keep everyone the same.,School uniforms encourage discipline or focus on learning,-1,0
5124,20834,We should prohibit women in combat,if women can pass all the tests required then they are fit for combat,Women should be able to serve in combat if they choose to,-1,0
12748,15841,We should fight urbanization,urbanization has caused too much destruction of wildlife habitat and should be fought against. we are losing species left and right due to this.,Urbanization causes crime,1,0
6867,20008,We should legalize sex selection,"sex selection would allow the ability to balance the gender gap, allowing for an even capability to increase the population reproductively.",Sex selection will prevent abortions/infanticide,1,0
426,10563,We should ban human cloning,human cloning is unnatural and could cause the demise of human beings,Cloning is unnatural,1,1
9276,11106,We should ban private military companies,if a private military company sends it's employees to dangerous places then it saves the lives of soldiers who won't be sent there,Private military companies increase safety,-1,0
16942,3087,The vow of celibacy should be abandoned,traditionally some religions feel like the practice of celibacy ensures their members are purer.,Religious experiences and traditions should be maintained,-1,0
16620,2765,The vow of celibacy should be abandoned,"the vow of celibacy must be abandoned because it is something old, the world has evolved and this is going to be understood by the faithful.",Celibacy leads to wrong sexual behaviour,1,0
747,10884,We should ban human cloning,"this country is already overpopulated with people in poverty, we don't need to create more humans.",Cloning is unsafe,1,0
12077,17959,We should legalize cannabis,people should be allowed to decide whether to use cannabis themselves.,Cannabis is safe/healthy/pain-relief,1,0
12680,15773,We should fight urbanization,urbanization damages the environment.,Urbanization is causing a strain on the cities' resources,1,0
8152,22007,We should subsidize journalism,journalism should be funded by the government as it promotes learning and worldwide communication.,Subsidy increases objectivity in reporting,1,0
3663,12717,We should ban the use of child actors,the use of child actors should not be banned because there are many acting roles for children that would not otherwise be accurately portrayed,The parents should decide for their child,-1,0
2419,13445,We should close Guantanamo Bay detention camp,"Guantanamo is far more secure than most prisons, preventing the worst criminals from escaping.",The Guantanamo bay detention camp is essential to gain intelligence,-1,0
12698,15791,We should fight urbanization,urbanization destroys nature and destroys the world for future generations.,Urbanization harms the environment,1,1
713,10850,We should ban human cloning,there are to many ethical problems and it would be nearly impossible to regulate,Cloning is unsafe,1,0
3353,12407,We should ban the use of child actors,"children can learn a lot by acting, and they can be good actors under adult supervision",Child performers achieve success/confidence,-1,0
15899,6928,We should abolish intellectual property rights,We shouldn't abolish because intellectual property rights help the owners to protect their property and to keep their property from being stolen or replicated.,Intellectual property rights incentivize investment in developing new products,-1,0
5604,21314,We should prohibit women in combat,women are not as strong as men so more people would be killed or injured with them on the battlefield.,Women should serve in safer roles,1,0
16923,3068,The vow of celibacy should be abandoned,"those adhering to a vow of celibacy show their dedication to their faith, such moral strength is something to be commended.",Religious experiences and traditions should be maintained,-1,0
1862,6043,We should abolish capital punishment,there is no credible evidence that capital punishment acts as a deterrent,The death penalty irreversible,1,0
13479,22729,We should subsidize space exploration,space exploration is an expensive vanity project and subsidization could be abused by military and private interests.,Space exploration can be carried by the private sector,-1,0
2995,12049,We should ban the use of child actors,"because children are put into acting at a very young age they are not able to make that decision for themselves, it is not always something they want to do, but what the parents want them to do.",Being a performer harms the child's education,1,0
3858,12912,We should ban the use of child actors,we should ban the use of child actors since it puts so much pressure on them. they should be growing up with a stable life and just enjoy being a kid.,Child performers tend to develop problems later in life,1,0
9450,11280,We should ban private military companies,private military companies are not regulated by government and their code of conduct might be violating human rights,"Private military companies solicit engaging, or prolonging, conflict",1,0
10853,7716,We should abolish the right to keep and bear arms,we should stop giving guns to mentally unstable people.,Gun ownership allows for mass-shootings/general gun violence,1,0
4896,4999,We should abandon the use of school uniform,we should abandon the use of school uniform because it stops kids fro being able to express themselves through what they wear,School uniform harms learning/creativity,1,0
12794,15887,We should fight urbanization,urbanization is a grave threat to our environment and it should be stopped.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
14305,177,Assisted suicide should be a criminal offence,assisted suicide is immoral and a crime,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
11508,17390,We should legalize cannabis,cannabis is less harmful than alcohol and takes up too much of law enforcement resources because of its outlaw status.,If cannabis was legalized it could be regulated,1,0
2225,13251,We should close Guantanamo Bay detention camp,guantanamo bay is an inhumane camp that is well hidden from international view and likely to not ensure a fair trial is had.,The Guantanamo bay detention camp is expensive,1,0
4539,4642,We should abandon the use of school uniform,school uniforms make is so that everyone is equal,School uniforms encourage discipline or focus on learning,-1,0
9864,11694,We should ban private military companies,the military should keep all their intelligence in house so i think private military companies should be banned.,Private military companies main interest is profit,1,0
548,10685,We should ban human cloning,"human cloning should be prohibited because every human being is authentic and does not resemble anyone, god created unique and unrepeatable people",Cloning is unethical/anti-religious,1,1
13197,22447,We should subsidize space exploration,exploring the earth is more important than what's outside of it and should receive the subsidy instead.,Space exploration is expensive,-1,0
11504,17386,We should legalize cannabis,"cannabis is less dangerous than other things which are currently legal, such as alcohol and cigarettes. it also has many medical uses",People should be allowed to do whatever they want to their own bodies,1,0
13214,22464,We should subsidize space exploration,if space exploration was subsidised then we could learn a lot more about it and this would be beneficial for the world.,Space exploration is financially beneficial,1,0
16972,3117,The vow of celibacy should be abandoned,"vows of celibacy are an archaic remnant of an older way of thinking and for the sake of bringing religious leaders closer to understanding the lives of normal people, should be left behind",Celibacy leads to wrong sexual behaviour,1,0
8795,14146,We should end affirmative action,"Affirmative action is reverse discrimination. By giving preferential treatment to minority groups, you are discriminating against non-minorities.",Affirmative action reduces quality,1,0
16450,2595,The vow of celibacy should be abandoned,the vow of celibacy is a sacred thing for alot of christians so we must keep it intact.,Celibacy makes the priests to be perceived as holy,-1,0
7141,20282,We should legalize sex selection,We should not legalize sex selection as it is playing God and it is not necessary to intervene in a baby's life at such an early age.,Sex selection can lead to gender imbalance,-1,0
11209,17091,We should legalize cannabis,"by legalizing cannabis you are making it easier to get a hold of, which then encourages younger adults/teenagers to start smoking & become addicted",Cannabis harms the body,-1,0
15196,6225,We should abolish intellectual property rights,art would probably be a lot better without intellectual property rights,intellectual property rights are ineffective,1,0
5972,21682,We should prohibit women in combat,women should be prohibited in combat because their bodies and physical strength is not equal to that of men and so they would be at greater risk in hand to hand combat and the like.,Women in combat can be a distraction or harm the function of the military,1,0
13651,22901,We should subsidize space exploration,space exploration should be subsidized as it allows us to try and find an alternative place to live if we destroy our own planet.,Space exploration improves science/technology,1,0
8368,22223,We should subsidize journalism,subsidizing journalism would help those journalists on a lower income to carry on working.,Subsidy increases objectivity in reporting,1,0
5492,21202,We should prohibit women in combat,women are equal to men and have a right to combat if they feel it's right for them,Women are an asset in combat,-1,0
10278,7141,We should abolish the right to keep and bear arms,it is a constitutional right to keep and bear arms for self protection and to participate in firearm sports,Gun ownership promotes self protection,-1,1
8677,14028,We should end affirmative action,affirmative action hurts more people than it helps.,Affirmative action is not just,1,0
16859,3004,The vow of celibacy should be abandoned,"the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.",Removing celibacy could lead to sexually reckless acts,-1,0
9585,11415,We should ban private military companies,private military companies do a good service by providing security where needed,Private military companies are well-trained/better equipped,-1,0
5690,21400,We should prohibit women in combat,"women can be determined and strong as some men, so who are we to stop them from combating?",Women can overcome differences and be just as capable in combat,-1,1
10655,7518,We should abolish the right to keep and bear arms,thee have been many examples of mass shootings which could potentially have been stopped if it had not been so easy to obtain weapons.,Gun ownership allows for mass-shootings/general gun violence,1,1
14826,698,Assisted suicide should be a criminal offence,it should be a criminal offense to assist in a suicide because that is murder.,Assisted suicide is akin to killing someone,1,1
299,10436,We should ban human cloning,human cloning educates us and helps science explore many new possibilities.,Cloning promotes health,-1,0
2067,13093,We should close Guantanamo Bay detention camp,guantanamo bay detection camp is nothing but a place of extreme torture.,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
10762,7625,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because too many guns get into the hands of kids,Gun ownership allows for mass-shootings/general gun violence,1,0
2253,13279,We should close Guantanamo Bay detention camp,guantanamo bay is not fair to the cuban citizen.,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
11640,17522,We should legalize cannabis,cannabis should be legalized because it is a natural creation of the earth and no one has the right to deny others the opportunity to put into their bodies what they believe benefits them,Cannabis is financially beneficial,1,0
9656,11486,We should ban private military companies,Private military companies lack the principles and morality of legislated military and are more prone to commits war crimes.,Private military companies are less ethical and violate rights or commit crimes,1,1
16440,2585,The vow of celibacy should be abandoned,the vow of celibacy is a fundamental pillar of catholicism and we can not abandon it,Priests choose to be celibates,-1,0
11113,15485,We should fight for the abolition of nuclear weapons,"we can't guarantee that our enemies would not create them behind our back, and then obliterate us.",Nuclear weapons is essential for protection and deterrence,-1,1
5195,20905,We should prohibit women in combat,"some occupations require specialist physical skills and attributes that the female body simply doesn't possess, and it is harmful to think otherwise merely as a sop to gender equality.",Women should serve in safer roles,1,0
16584,2729,The vow of celibacy should be abandoned,the vow of celibacy is sacred and shows purity and should be encouraged not abandoned.,Removing celibacy could lead to sexually reckless acts,-1,0
2573,13599,We should close Guantanamo Bay detention camp,no one should be kept in the detection camp without the verdict of judge and proof of their guilt,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
9571,11401,We should ban private military companies,"private military companies can serve as a deterrent to conflicts, increasing the chances of peace.",Private military companies are well-trained/better equipped,-1,0
5022,20732,We should prohibit women in combat,"all citizens should be given equal opportunity. if a woman wants to support her country on the battlefield, she should be able to do so.",Women are an asset in combat,-1,0
11827,17709,We should legalize cannabis,"it will encourage the younger generation to start taking the drug, there will be more cases of people driving under the influence which is a danger to others resulting in serious injury or even death",Cannabis is a gateway-drug/addictive,-1,0
6413,19554,We should legalize sex selection,people should have the right to choose the sex of their child,Sex selection makes the family more happy/complete,1,0
3294,12348,We should ban the use of child actors,child actors should be banned because the children are often exploited for their roles and because they end up with more money than they know what to do with and often squander it on drugs and other vices.,Being a performer harms the child's education,1,0
5473,21183,We should prohibit women in combat,Women are a distraction in combat and are too emotional for the realities of warfare.,Women in combat can be a distraction or harm the function of the military,1,1
14818,690,Assisted suicide should be a criminal offence,it is unfair to force someone with a terminal illness to continue to suffer greatly when they are just dying anyway. the only humane and compassionate way to help them is to allow assisted suicide.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
4749,4852,We should abandon the use of school uniform,the school uniform is better because the students dress properly,School uniform reduces bullying,-1,0
6568,19709,We should legalize sex selection,sex selection could lead to gender inbalance in some societies.,Sex selection is against tradition,-1,0
10161,7024,We should abolish the right to keep and bear arms,firearms can serve a purpose in rural communities which suffer from pests such as wild bore.,Gun ownership is a right,-1,0
7750,15099,We should end mandatory retirement,some older workers love their job and would be devastated to be forced to stop working,A mandatory retirement reduces the quality of life for those forced to retire,1,0
13249,22499,We should subsidize space exploration,It is morally wrong to fund space exploration when we have people here on earth that we need to help first.,Space exploration can be carried by the private sector,-1,0
7690,15039,We should end mandatory retirement,people should be able to work as long as they want to.,A mandatory retirement is not fair/discriminatory,1,0
9690,11520,We should ban private military companies,private military companies only purpose is to make money and as a result they don't focus on protection as much as they should be.,"Private military companies solicit engaging, or prolonging, conflict",1,0
8125,21980,We should subsidize journalism,journalism ought to be subsidized because few people are buying newspapers,A subsidy is important to make journalism viable,1,1
6011,21721,We should prohibit women in combat,"women should not be excluded from combat based on gender. combat capabilities are person related, not gender related.",Women can overcome differences and be just as capable in combat,-1,0
1452,5633,We should abolish capital punishment,"Everyone is capable of being reformed, but that is impossible with the death penalty.",The death penalty irreversible,1,1
4891,4994,We should abandon the use of school uniform,we should abandon the use of school uniform because children should be able to have some freedom to pick what they want to wear to school,School uniforms increase conformity or harm individuality,1,0
15233,6262,We should abolish intellectual property rights,for multiple reasons the right of intellectual property should not be abolished since it gives others the participation of making their intellect known and putting it into practice in various activities,Intellectual property rights incentivize investment in developing new products,-1,0
5619,21329,We should prohibit women in combat,women are not physically or emotionally prepared for the traumas of combat.,Women soldier capture is a big concern,1,0
2779,13805,We should close Guantanamo Bay detention camp,we should close gauntanamo bay detention camp because it is a costly way of holding just a few inmates.,Detainees have the right to trial in US courts,1,0
10641,7504,We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun control is ineffective,-1,0
9747,11577,We should ban private military companies,Private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
9125,14476,We should end affirmative action,We should end affirmative action as it merely transplants one form of preference for another and doesn't result in true equality.,Affirmative action diminishes the achievements of minorities,1,0
15488,6517,We should abolish intellectual property rights,intellectual property rights mean that access to the arts can be more expensive meaning that poorer people have less access than richer people.,Intellectual property rights harm creativity/innovation,1,0
11771,17653,We should legalize cannabis,it helps so many people and there is no good reason for it to be illegal when alcohol is not.,Legalizing cannabis will reduce black-market/criminal activity,1,0
1729,5910,We should abolish capital punishment,the criminal justice system is too flawed to render such a permanent punishment.,The death penalty harms the disenfranchised,1,0
4860,4963,We should abandon the use of school uniform,uniforms let students be on equal grounds and have them judge each other by character instead of wealth,School uniforms saves costs,-1,0
15284,6313,We should abolish intellectual property rights,"if someone comes up with something on their own, no on else should have the right to try to profit or capitalize off of it. intellectual rights need to be protected.","People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
14386,258,Assisted suicide should be a criminal offence,assisted suicide is nothing short of murder and it should be a criminal offence.,People do not have the right to self-harm/harm others,1,0
9043,14394,We should end affirmative action,solving discrimination problems with more discrimination is a practice that makes no sense and should be stopped.,Affirmative action is ineffective,1,0
11735,17617,We should legalize cannabis,"if there are no third party harms, then an individual should be able to use any substance they so choose.",Alcohol and tobacco are more harmful drugs yet remain legal,1,0
1930,6111,We should abolish capital punishment,we should abolish capital punishment because sometimes people are wrongfully accused and once dead cannot bring them back so life in prison is better,The death penalty irreversible,1,1
16909,3054,The vow of celibacy should be abandoned,this is an outdated practice that has no bearing in todays world.,Celibacy is too pressuring/diffcult,1,0
11084,15456,We should fight for the abolition of nuclear weapons,the threat of nuclear weapons keeps despots and tyrants in check.,Nuclear weapons is essential for protection and deterrence,-1,1
6958,20099,We should legalize sex selection,the uses of technology for the selection of the sex of children will help to balance the sex of the population,Sex selection prevents diseases in the child,1,0
1024,5205,We should abolish capital punishment,capital punishment can often cause great pain when being implemented and does not deter violent crime which is often committed in the throes of rage not to mention the injustice to the wrongly convicted.,The death penalty is ineffective in deterring crimes,1,1
4278,4381,We should abandon the use of school uniform,School uniforms can help parents save money on outfits.,School uniforms encourage discipline or focus on learning,-1,0
10733,7596,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because guns do more harm with killing people instead of their intended use.,Guns can fall into the wrong hands,1,0
9714,11544,We should ban private military companies,private military companies provide essential services to the armed services so should be retained.,Private military companies are well-trained/better equipped,-1,0
9778,11608,We should ban private military companies,private military companies should not exist and the local police force or real military should do the job instead,Private military companies are less ethical and violate rights or commit crimes,1,0
13961,23211,We should subsidize space exploration,we should be concentrating on and spending money on making our world a better place then out exploring other worlds and space needlessly.,Space exploration is ineffective,-1,0
10043,11873,We should ban private military companies,we should ban this because they cant be controlled and could turn against the government or people. they also might cause more problems then help solve them.,Private military companies are less ethical and violate rights or commit crimes,1,0
3752,12806,We should ban the use of child actors,use of child actors gives us a lot of great shows we wouldn't have if there were not child actors,Child performers should not be banned as long as there is supervision/regulation,-1,0
1615,5796,We should abolish capital punishment,many people deserve to die for their actions,The death penalty prevents crimes,-1,0
7492,14841,We should end mandatory retirement,mandatory retirement is age discrimination and therefore should be ended.,A mandatory retirement reduces the quality of life for those forced to retire,1,0
10700,7563,We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun ownership is a right,-1,1
144,10281,We should ban human cloning,human cloning can be useful for genetic research to help us understand more about treating and preventing diseases,Cloning promotes science/research,-1,1
1596,5777,We should abolish capital punishment,knowing that capital punishment is allowed in more than 20 states in usa is a proof that kind of punishment could be productive.,The death penalty is acceptable in cases of severe crimes,-1,0
14955,827,Assisted suicide should be a criminal offence,people should have the right to die if they choose.,Assisted suicide reduces suffering,-1,0
4347,4450,We should abandon the use of school uniform,school uniforms do not allow a student to be an individual in regards to clothing and individuality is an important lesson that children need.,School uniforms increase conformity or harm individuality,1,1
8226,22081,We should subsidize journalism,newspapers are dying and need the support.,Subsidies will increase the quality of journalism,1,0
11499,17381,We should legalize cannabis,"cannabis is less dangerous than other things which are currently legal, such as alcohol and cigarettes. it also has many medical uses",Alcohol and tobacco are more harmful drugs yet remain legal,1,1
12090,17972,We should legalize cannabis,recreational weed will increase dui incidents,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
8511,22366,We should subsidize journalism,We should subsidize journalism because information is necessary to facilitate democracy.,Subsidy increases objectivity in reporting,1,0
13642,22892,We should subsidize space exploration,space exploration provides the basis for scientific development in many ways and should be subsidized,Space exploration can help in colonizing the resources/lands of other planets,1,0
8466,22321,We should subsidize journalism,we should not subsidize journalism as they are private companies and can raise tons of money without our fear of bad reporting because their company would tank if they reported bad news.,It is preferable to spend the money elsewhere,-1,0
14226,98,Assisted suicide should be a criminal offence,"assisted suicide is a blessing not a crime. a person who wants to be assisted in this is in great pain or has no ability to be cured, let someone give the suffering the chance to end it.",Assisted suicide reduces suffering,-1,1
16117,2262,The vow of celibacy should be abandoned,celibacy is unnatural and serves no useful purpose in regards to a persons faith,Celibacy is outdated,1,0
851,10988,We should ban human cloning,we should ban human cloning because we could all end up with designer babies and everyone will be the same.,Cloning is unethical/anti-religious,1,0
5238,20948,We should prohibit women in combat,there is no reason to believe that women cannot be as reliable as men on the battleground.,Women should be able to serve in combat if they choose to,-1,0
1053,5234,We should abolish capital punishment,capital punishment disincentives people to commit crimes,The death penalty prevents crimes,-1,1
227,10364,We should ban human cloning,human cloning could aid medical advances and should therefore be allowed.,Cloning helps those who can’t otherwise have a child,-1,0
8033,21888,We should subsidize journalism,"journalism is a public good, that it has broad social benefits far beyond that between buyer and seller, journalism need the resources to get it produced",Journalism is important to information-spreading/accountability,1,1
15014,886,Assisted suicide should be a criminal offence,"some vulnerable people might feel pressure to end their lives to ease their families. therefore, assisted suicide shouldn't be legal.",Assisted suicide should not be allowed because many times people can still get better,1,0
7421,14770,We should end mandatory retirement,"mandatory retirement creates employment opportunities for the younger generation of workers, who would otherwise be increasingly shunted out.",mandatory retirement age benefits those that are about to be retired,-1,0
13010,16103,We should fight urbanization,urbanization should be fought as it has a negative impact on rural areas as more and more leave those areas to move to cities.,Restrictions on migration would benefit people in the rural areas economically/socially,1,1
15681,6710,We should abolish intellectual property rights,"people/companies will have worked hard, possibly for many years to develop research and product and spend a lot of money on these, they need to be able to recoup this money by keeping the products exclusive.","People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
12985,16078,We should fight urbanization,urbanization provides many opportunities for growth,Urbanization benefits the economy,-1,0
9051,14402,We should end affirmative action,statistics show affirmative action would still be beneficial if applied today,Affirmative action is necessary to compensate for the past,-1,0
6204,19345,We should legalize sex selection,it helps to insure that the parents get the gender of the child they want and will love,It is within the freedoms of the parents to select the sex of the child,1,1
14633,505,Assisted suicide should be a criminal offence,assisted suicide sometimes is the only thing that ends suffering.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
12829,15922,We should fight urbanization,urbanization is destroying our natural habitat by over-expanding humans reach. we need to scale back rather than continuing to destroy our environment.,Urbanization causes crime,1,0
151,10288,We should ban human cloning,human cloning can bring important technological breakthroughs in science and medicine,Cloning helps those who can’t otherwise have a child,-1,0
1476,5657,We should abolish capital punishment,"Government violence is more extreme than individual violence, making it so the death penalty is never justified.",State-sanctioned killing is principally wrong,1,1
6744,19885,We should legalize sex selection,sex selection permits an equal balance of children of each sex to be born,Sex selection makes the family more happy/complete,1,0
14253,125,Assisted suicide should be a criminal offence,assisted suicide is a form of murder and should never be allowed.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
758,10895,We should ban human cloning,we can learn a lot from cloning so it should be allowed to be explored,Cloning helps those who can’t otherwise have a child,-1,0
10058,11888,We should ban private military companies,we should not ban private military companies as the national military is not able to perform smaller operations and should not be taken away from their national duties and responsibilities.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,1
614,10751,We should ban human cloning,human cloning would enable advances in medical research and shouldn't be banned.,Cloning promotes science/research,-1,1
7707,15056,We should end mandatory retirement,people should be allowed to work as long as they like,A mandatory retirement is not fair/discriminatory,1,0
11859,17741,We should legalize cannabis,legalization of marijuana will create a huge industry that utilizes people for profit and targets children,Cannabis harms the body,-1,0
11639,17521,We should legalize cannabis,cannabis should be legalized because it is a natural creation of the earth and no one has the right to deny others the opportunity to put into their bodies what they believe benefits them,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
8590,13941,We should end affirmative action,"affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,",Affirmative action is not just,1,0
