,Unnamed: 0,topic,argument,key_point,stance,label
7072,20213,We should legalize sex selection,we should legalize sex selection because i think people should be able to pick if they want their child to be a boy or a girl,Sex selection allows for better family planning,1,0
16899,3044,The vow of celibacy should be abandoned,this is a fundamental part of being a priest or nun. they don't need this distraction.,Celibacy makes the priests to be perceived as holy,-1,0
11730,17612,We should legalize cannabis,if people need it for health reasons then it is ok,Cannabis is financially beneficial,1,0
8228,22083,We should subsidize journalism,no profession should be unfairly treated better than another & given preferential subsidies,Government intervention has the risk of inserting bias/harming objectivity,-1,0
14937,809,Assisted suicide should be a criminal offence,People should be able to ask for help in ending their own life if they are living with an incurable disease.,People should have the freedom to choose to end their life,-1,1
11526,17408,We should legalize cannabis,cannabis is no more harmful than alcohol which is legal.,Legalizing cannabis will reduce black-market/criminal activity,1,0
6139,19280,We should legalize sex selection,Gender selection is an extremely expensive medical process.,Sex selection reaffirms gender stereotypes/biases,-1,0
14681,553,Assisted suicide should be a criminal offence,"being able to die with dignity should be a right. when someone thinks their time has come, they should be able to die comfortable without worrying if having their loved ones nearby would get them jail time.",The terminally ill would benefit from assisted suicide,-1,0
8383,22238,We should subsidize journalism,subsidizing would create biased reporting.,Journalism is like every other business and if it is not sustainable it should fail,-1,0
96,10233,We should ban human cloning,copying something tends to weaken the original product and human cloning could cause defects that have never been seen before.,Cloning is unnatural,1,0
16639,2784,The vow of celibacy should be abandoned,the vow of celibacy reduces unwanted pregnancies and the spread of sexually transmitted diseases,Celibacy makes the priests to be perceived as holy,-1,0
15001,873,Assisted suicide should be a criminal offence,providing someone the means to kill themselves is equivalent to pulling the trigger yourself,People who are ill do not have clear judgement and are in need of help,1,0
4734,4837,We should abandon the use of school uniform,the school uniform decreases bullying if you're not dressed in the name brand clothes,School uniforms saves costs,-1,0
5194,20904,We should prohibit women in combat,"some occupations require specialist physical skills and attributes that the female body simply doesn't possess, and it is harmful to think otherwise merely as a sop to gender equality.",Women in combat can be a distraction or harm the function of the military,1,0
5886,21596,We should prohibit women in combat,women just don't have the physical or mental strength to be relied upon in armed combat.,Women in combat can be a distraction or harm the function of the military,1,0
16428,2573,The vow of celibacy should be abandoned,the vow of celibacy has been shown to be more of a distraction than actually allowing marriage. this vow should be removed to improve the clergy.,Celibacy reduces the pool of people wanting to become priests,1,0
140,10277,We should ban human cloning,"human cloning can be used to re-grow failed organs in the original person, thus possibly saving his life.",Cloning promotes science/research,-1,0
12455,15548,We should fight urbanization,"grouping people together as in urbanization, makes it easier to control crimes and puts them closer to necessary medical facilities.",Cities offer more opportunities,-1,1
405,10542,We should ban human cloning,human cloning is the future of medicine. cloned bodies and parts will save thousands of lives.,Cloning helps those who can’t otherwise have a child,-1,0
11475,17357,We should legalize cannabis,cannabis is considered a soft drug and has been shown to be successful in the treatment of range of mental and physical illnesses. legalizing it reduces the criminality associated with its distribution,Cannabis is financially beneficial,1,0
15800,6829,We should abolish intellectual property rights,we should abolish intellectual property rights because we never can truly know that someone came up with something.,Intellectual property restricts access to important information/products,1,0
14074,23324,We should subsidize space exploration,we should subsidize space exploration because it is beneficial for educational purposes,Space exploration can help in colonizing the resources/lands of other planets,1,0
855,10992,We should ban human cloning,we should ban human cloning because we don't know the effects or consequences of it yet.,Cloning is unethical/anti-religious,1,0
15448,6477,We should abolish intellectual property rights,intellectual property rights get in the way of sharing information.,Intellectual property rights waste money,1,0
16481,2626,The vow of celibacy should be abandoned,"the vow of celibacy is an important cornerstone of the church, a way to show that god is above all and we need that now more than ever.",Removing celibacy could lead to sexually reckless acts,-1,0
8278,22133,We should subsidize journalism,subsidized journalism takes the right away from the people to speak their mind and we have the right of free speech.,It is preferable to spend the money elsewhere,-1,0
4110,4213,We should abandon the use of school uniform,School uniform is adequate. It is useful for leveling people social position and for children concentration in class,School uniforms encourage discipline or focus on learning,-1,1
751,10888,We should ban human cloning,this is an unnatural process that should be against the law.,Cloning is unsafe,1,0
6112,19253,We should legalize sex selection,families have the right to use available technology to create the family they want.,Sex selection will prevent abortions/infanticide,1,0
11449,17331,We should legalize cannabis,cannabis is a holistic and natural cure for cancer patients and should therefore be legalized,People should be allowed to do whatever they want to their own bodies,1,0
14619,491,Assisted suicide should be a criminal offence,assisted suicide shouldn't be a criminal offence because every human being should have the right to have someone assist them in passing should they determine they no longer wish to live,Assisted suicide gives dignity to the person that wants to commit it,-1,0
15428,6457,We should abolish intellectual property rights,intellectual property rights don't work. we see this with piracy websites as well as state actors such as china. there is no point in holding onto a broken system.,Intellectual property restricts access to important information/products,1,0
14355,227,Assisted suicide should be a criminal offence,assisted suicide is murder and therefore illegal,People who are ill do not have clear judgement and are in need of help,1,0
964,5145,We should abolish capital punishment,"As long as death penalty is kept, this confirms that our society is founded on violence, and that violence and brute force solve. This mindset perpetuates the circle of violence and doesn't allow to escape it.",The death penalty is ineffective in deterring crimes,1,0
9558,11388,We should ban private military companies,private military companies can move more quickly and secretly than government troops.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,1
10504,7367,We should abolish the right to keep and bear arms,the right to bear arms shouldn't be abolished because it's a symbol of people's freedom,Gun ownership promotes self protection,-1,0
9721,11551,We should ban private military companies,private military companies provide services that enhance security for american military and help fuel the economy as a bonus.,Private military companies are well-trained/better equipped,-1,0
16072,2217,The vow of celibacy should be abandoned,celibacy is an outdated ideology and did not apply until recently in religious orders.,Celibacy is outdated,1,1
2675,13701,We should close Guantanamo Bay detention camp,the people there are criminals and need to be kept there.,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
12463,15556,We should fight urbanization,"if we fight urbanization, then less people would be able to find jobs",Urbanization benefits the environment,-1,0
5928,21638,We should prohibit women in combat,Women should be equally allowed to serve in combat just as men can since they add unique interpersonal skills to the military unit.,Women can overcome differences and be just as capable in combat,-1,0
12883,15976,We should fight urbanization,urbanization is not good for nature & increases pollution & climate change,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
8461,22316,We should subsidize journalism,we should not because then more journalists will pop up and could spread false information.,It is preferable to spend the money elsewhere,-1,0
5817,21527,We should prohibit women in combat,women have the right to fight just as men do.,There should be equality between men and women.,-1,1
1185,5366,We should abolish capital punishment,"capital punishment is barbaric, ties up a lot of resources, and doesn't really act as a deterrent to major crimes.",The death penalty is ineffective in deterring crimes,1,1
3292,12346,We should ban the use of child actors,child actors should be banned as they miss out on growing up properly in a stable family environment and get adequate education.,Child performers have a lot of pressure,1,0
16301,2446,The vow of celibacy should be abandoned,priests also have the right to have a family,Celibacy is outdated,1,0
11016,15388,We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tensions,Nuclear weapons can fall into the wrong hands,1,0
9361,11191,We should ban private military companies,"private companies of any kind play an important role in society, besides they are companies and business service providers",Private military companies increase safety,-1,0
1090,5271,We should abolish capital punishment,capital punishment has done nothing to actually deter serious crime in this country,State-sanctioned killing is principally wrong,1,0
11927,17809,We should legalize cannabis,Legalizing cannabis will make it more easily accessible to those who need it for medical reasons.,Cannabis is safe/healthy/pain-relief,1,1
1256,5437,We should abolish capital punishment,capital punishment is needed as a deterrent to murder.,The death penalty prevents crimes,-1,1
2365,13391,We should close Guantanamo Bay detention camp,guantanamo bay violates many international treaties on the treatment of prisoners.,The Guantanamo bay detention camp is expensive,1,0
10442,7305,We should abolish the right to keep and bear arms,The right to bear and keep arms brings about violence in everyday life and should be abolished,Banning guns would save lives,1,0
9977,11807,We should ban private military companies,we should ban private military companies as any thing that requires the support of the military should be organized and aligned together for success.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
14990,862,Assisted suicide should be a criminal offence,"people willing to die, it's their choice, should be able to leave this world in a civil way and helped with assisted suicide when needed",Assisted suicide reduces suffering,-1,0
334,10471,We should ban human cloning,human cloning is a good thing for science,Cloning promotes science/research,-1,1
1517,5698,We should abolish capital punishment,"In places where capital punishment exists, there is generally popular support for it, and the government should construct legal systems that most conform to the will of the people.",The death penalty prevents crimes,-1,0
7515,14864,We should end mandatory retirement,mandatory retirement is harmful to the nation's productivity and economy,We should let everyone retire when they are ready,1,0
16197,2342,The vow of celibacy should be abandoned,"in a religious sense, the outdated vows of celibacy should be lifted. priests should be allowed to marry and have sex like everyone else.",Celibacy is unhealthy/unnatural,1,0
14060,23310,We should subsidize space exploration,we should subsidize space exploration because earth is quickly becoming uninhabitable and drained of resources. our survival depends on finding somewhere else to go.,Space exploration unravels information about the universe,1,0
2972,12026,We should ban the use of child actors,"as long as regulations are followed to protect the children, it should be allowed. they have an opportunity to save money for a head start on adulthood.",Child performers should not be banned as long as there is supervision/regulation,-1,1
12948,16041,We should fight urbanization,urbanization leads to overcrowding and feelings of isolation,Urbanization harms the environment,1,0
15030,902,Assisted suicide should be a criminal offence,"suicide has never been legal. it is still killing, even if one is taking ones own life.",People who are ill do not have clear judgement and are in need of help,1,0
6816,19957,We should legalize sex selection,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Sex selection is expensive,-1,0
5255,20965,We should prohibit women in combat,they are not a physically strong as men,Women in combat can be a distraction or harm the function of the military,1,0
14508,380,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because that is murder,Assisted suicide is akin to killing someone,1,1
2974,12028,We should ban the use of child actors,as long as the child is not forced and wants to act then they should be allowed,Child performers achieve success/confidence,-1,0
7295,14644,We should end mandatory retirement,citizens should have the right to choose when to withdraw,A mandatory retirement age decreases institutional knowledge,1,0
6794,19935,We should legalize sex selection,sex selection should be legalized as it should be the parents choice a couple may have three boys and want a girl,It is within the freedoms of the parents to select the sex of the child,1,1
5940,21650,We should prohibit women in combat,Women should be given the opportunity to serve their country if they choose to,Women should be able to serve in combat if they choose to,-1,1
521,10658,We should ban human cloning,"human cloning should be banned because it can be possibly be used in the wrong ways by governments, military organizations, or big private corporations.",Cloning is unnatural,1,0
8645,13996,We should end affirmative action,affirmative action gives some groups an advantage over others and doesn't prevent discrimination. just because the discrimination is positive still doesn't make it right.,Affirmative action reduces quality,1,0
1171,5352,We should abolish capital punishment,capital punishment is an unfair attempt to the sanctity of life. no offender merits this kind of sentencing,The death penalty irreversible,1,0
6441,19582,We should legalize sex selection,selecting sex might throw off the balance between male and female. many cultures value males over females,Sex selection reaffirms gender stereotypes/biases,-1,0
120,10257,We should ban human cloning,human cloning can aid in research for medical issues as well as preserving the continuation of humankind.,Cloning helps those who can’t otherwise have a child,-1,0
1543,5724,We should abolish capital punishment,it is archaic and barbaric. it is government sanctioned murder.,The death penalty irreversible,1,0
16664,2809,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned as it is old school and we need to get updated as a society.,Celibacy is outdated,1,1
3983,4086,We should abandon the use of school uniform,"children should be able to dress as they wish, within reason, at school rather than being restricted from expressing themselves through their clothes.",School uniform harms learning/creativity,1,0
16311,2456,The vow of celibacy should be abandoned,priests are human beings who also have human needs,Celibacy reduces the pool of people wanting to become priests,1,0
8093,21948,We should subsidize journalism,"journalism is necessary to any society, to both report the news and keep people informed of important issues they may not be aware of otherwise.",Subsidies will increase the quality of journalism,1,0
15356,6385,We should abolish intellectual property rights,"intellectual property rights are absurd, we deserve to express what we think it does not matter if another already thinks so",Intellectual property prevents the continuous improvement of a service/product,1,0
14655,527,Assisted suicide should be a criminal offence,assisting someone with suicide is equivalent to murder and that person has a moral obligation to report that persons intentions to authorities,Assisted suicide violates the doctor's role,1,0
14616,488,Assisted suicide should be a criminal offence,assisted suicide should not be an option just because people are in pain as there are other options to help with this,Assisted suicide violates the doctor's role,1,0
9699,11529,We should ban private military companies,"private military companies provide a valuable service assisting regular formations when it come to low-level concerns, freeing the army up from more mainstream activities and saving money.",Private military companies are well-trained/better equipped,-1,0
14411,283,Assisted suicide should be a criminal offence,assisted suicide is the same as murder and therefore should be illegal.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
12805,15898,We should fight urbanization,urbanization is bad because it means leads to more pollution.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
14011,23261,We should subsidize space exploration,we should not subsidize space exploration because the money spent could be put to better use such as hunger and finding homes for our homeless.,Space exploration is ineffective,-1,0
16336,2481,The vow of celibacy should be abandoned,"sex is unimportant for a growing number in society - the vow of celibacy formalises this, and enables the mind and body to focus more clearly and without emotional distraction.",Celibacy allows a priest to focus on God,-1,1
5512,21222,We should prohibit women in combat,women are inherently weaker and should not be allowed in combat,Women soldier capture is a big concern,1,0
2926,11980,We should ban the use of child actors,Acting may be a dream for a child and we do not want to crush their dreams.,Acting may be the child's dream,-1,1
12874,15967,We should fight urbanization,"urbanization is leading to pollution, traffic congestion, and dense populations. this puts pressure on every infrastructure, and forces prices of everything to rise. cities have trouble meeting basic needs",Urbanization is causing a strain on the cities' resources,1,1
10287,7150,We should abolish the right to keep and bear arms,it is in the constitution that we can keep and bear arms.,Gun ownership is a right,-1,1
14123,23373,We should subsidize space exploration,we shouldn't subsidize space exploration because the money could be better spent on other things such as the nhs or the social care system,Space exploration is ineffective,-1,0
8480,22335,We should subsidize journalism,we should not subsidize journalism because it is a poor use of public money when things like healthcare and education are short of funding,Journalism is like every other business and if it is not sustainable it should fail,-1,0
7598,14947,We should end mandatory retirement,mandatory retirement should continue because it keeps the workforce fresh,A mandatory retirement age creates opportunities for other workers,-1,1
9208,14559,We should end affirmative action,"We should not end affirmative action because it has succeeded in creating more diverse institutions over the last 40 years, even if it is imperfect.",Affirmative action is necessary to compensate for the past,-1,0
13220,22470,We should subsidize space exploration,if we subsidised space exploration we could learn more about our own planet from space in wys that we couldn't learn about it from here on earth.,Space exploration is necessary for the future survival of humanity,1,0
6793,19934,We should legalize sex selection,sex selection should be legalised for parents who wish to choose the sex of their child. it is no one else's business but their own.,Sex selection will prevent abortions/infanticide,1,0
2044,13070,We should close Guantanamo Bay detention camp,"everything about guantanamo bay violates fundamental, international human rights. people are held without trial, tortured and mistreated",The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,1
10696,7559,We should abolish the right to keep and bear arms,we have the most guns per capita in the developed world and the highest level of gun violence,Gun ownership allows for mass-shootings/general gun violence,1,1
14069,23319,We should subsidize space exploration,we should subsidize space exploration because it increases the knowledge of the universe we are in,Space exploration can help in colonizing the resources/lands of other planets,1,0
9892,11722,We should ban private military companies,these companies make millions in a private sector and they are not necessary.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
589,10726,We should ban human cloning,human cloning will provide necessary organs when there are few resources,Cloning promotes science/research,-1,0
13773,23023,We should subsidize space exploration,the country is in debt and we simply can not afford to subsidize this.,Space exploration is ineffective,-1,0
13213,22463,We should subsidize space exploration,if space exploration was subsidised then we could learn a lot more about it and this would be beneficial for the world.,Space exploration improves science/technology,1,0
6902,20043,We should legalize sex selection,some serious genetic disorders which are linked to the sex of a child can be avoided if sex selection is allowed,Sex selection allows for better family planning,1,0
3216,12270,We should ban the use of child actors,child actors can secure a future for college with the earnings they make and can be protected by family and managers to insure their safety in their young acting careers.,Child performers are necessary for roles,-1,0
11939,17821,We should legalize cannabis,legalizing cannabis would increase its usage and lead to many people becoming addicts,Legal cannabis will boost the black-market/criminal activity,-1,0
11417,17299,We should legalize cannabis,cannabis is a gateway drug to getting involved with more serious drugs and therefore shouldn't be legalised.,Cannabis increases lack-of-judgement/accidents,-1,0
7972,21827,We should subsidize journalism,investigative journalism is a cornerstone of democracy because it holds politicians accountable.,Subsidy increases objectivity in reporting,1,0
8203,22058,We should subsidize journalism,journalists need to be funded so they can travel and get the truth about news stories instead of spreading rumors.,Journalism is important to information-spreading/accountability,1,1
3480,12534,We should ban the use of child actors,"if the child likes and wants to be an actor, they should be able to. it gives them extra benefits that other children do not acquire.",The parents should decide for their child,-1,0
16176,2321,The vow of celibacy should be abandoned,if celibacy was abandoned then there would be more choice of partners and relationships could be improved.,Celibacy is too pressuring/diffcult,1,0
13966,23216,We should subsidize space exploration,we should because we can still learn so much about space.,Space exploration unravels information about the universe,1,1
7891,15240,We should end mandatory retirement,we should not end mandatory retirement because some jobs are dangerous and it would put the elderly people that choose to still work in danger and or others that are around them,mandatory retirement age benefits those that are about to be retired,-1,0
10811,7674,We should abolish the right to keep and bear arms,We should not abolish the right to keep and bear arms as this is our fundamental right and should not be something for debate.,Gun ownership is a right,-1,1
4526,4629,We should abandon the use of school uniform,school uniforms limit the ability to express one's self.,School uniforms are expensive,1,0
2614,13640,We should close Guantanamo Bay detention camp,quantanamo bay should be closed because it violates human rights,The Guantanamo bay detention camp is expensive,1,0
3081,12135,We should ban the use of child actors,child actors are needed for roles that could not be fulfilled by adults so banning their use would be impossible.,Child performers are necessary for roles,-1,1
8737,14088,We should end affirmative action,affirmative action is just racism in a pretty dress. we need to end this now. we cannot allow racism to be okay in any format.,Affirmative action perpetuates prejudice,1,1
9139,14490,We should end affirmative action,"We should end affirmative action because it does not solve systemic biases, it is a bandaid solution.",Affirmative action is ineffective,1,1
4782,4885,We should abandon the use of school uniform,"the school uniform takes away bullying for those who cannot afford what is ""in""",School uniforms saves costs,-1,0
9471,11301,We should ban private military companies,"private military companies are only in the business for profit and not for the ""best"" for our country in it's interests and private military companies should be banned.",Private military companies cannot be trusted to be loyal to the hiring country,1,0
7359,14708,We should end mandatory retirement,"Individuals are the best arbiters of their own desires and good, they should be able to choose when to retire on their own. Mandatory retirement strips people of their agency and choice.",A mandatory retirement is not fair/discriminatory,1,0
12322,18204,We should legalize cannabis,we should legalize cannabis because it will bring revenue for the government and can be made to a quality standard ensuring no hidden ingredients.,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
296,10433,We should ban human cloning,human cloning educates us and helps science explore many new possibilities.,Cloning can be used for organ replication,-1,0
10737,7600,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Guns can fall into the wrong hands,1,0
4245,4348,We should abandon the use of school uniform,School uniforms can alleviate peer pressure due to clothing choices.,Children can still express themselves using other means,-1,0
4490,4593,We should abandon the use of school uniform,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,School uniforms encourage discipline or focus on learning,-1,0
14193,65,Assisted suicide should be a criminal offence,assisted suicide allows people who have terrible health conditions to die with dignity. if assisted suicide is a crime they may have to endure many more years living in agony.,Assisted suicide reduces suffering,-1,1
7289,14638,We should end mandatory retirement,By freeing up space across professional hierarchies mandatory retirement provides more opportunities for career growth and upward mobility for younger people.,mandatory retirement age benefits those that are about to be retired,-1,0
11354,17236,We should legalize cannabis,cannabis has many medicinal properties that pharmaceutical drugs can't fix and should be legalized,Cannabis is safe/healthy/pain-relief,1,1
12923,16016,We should fight urbanization,"urbanization leads to a loss of small town identities, unsightly urban skyscrapers, and a mass increase of pollution.",Urbanization is causing a strain on the cities' resources,1,0
5244,20954,We should prohibit women in combat,there is no reason to force those who are fit for combat to leave the armed forces as long as they voluntarily want to be in them,Women should be able to serve in combat if they choose to,-1,1
4790,4893,We should abandon the use of school uniform,the uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development,School uniforms are expensive,1,0
922,11059,We should ban human cloning,"we shouldn't ban human cloning because it can help save people that might need organs, so having a transplant wont be a long waiting list.",Cloning can be used to create more advanced humans,-1,0
7347,14696,We should end mandatory retirement,"if the workers are still performing at an adequate level, they should not be forced to retire simply based on their age.",A mandatory retirement reduces the quality of life for those forced to retire,1,0
16902,3047,The vow of celibacy should be abandoned,this is an established tenet of certain churches. abandoning it would infringe on their freedom of religion,Celibacy allows a priest to focus on God,-1,0
15615,6644,We should abolish intellectual property rights,it is too difficult to police intellectual property rights so should be abolished to focus resources elsewhere.,Intellectual property rights harm creativity/innovation,1,0
8084,21939,We should subsidize journalism,journalism is more important than ever in an era of fake news and social media.,A subsidy is important to make journalism viable,1,0
12678,15771,We should fight urbanization,urbanization damages the environment.,Urbanization causes crime,1,0
8206,22061,We should subsidize journalism,"journalists put their lives on the line when they report news from war zones, or shootings or natural disasters.",Subsidies will increase the quality of journalism,1,0
5315,21025,We should prohibit women in combat,"we should not prohibit women in combat because if a woman wants to serve, a doctor should determine it on a case by case basis rather than banning the gender as a whole.",Women can overcome differences and be just as capable in combat,-1,0
14026,23276,We should subsidize space exploration,we should not subsidize space exploration due to it being flawed and coerced.,There are issues more important to fund than space exploration,-1,0
8181,22036,We should subsidize journalism,"journalism that benefits from subsidies would be less reliant of advertising revenue, and could deliver a higher standard of output.",A subsidy is important to make journalism viable,1,0
15275,6304,We should abolish intellectual property rights,if an individual has created any property it is his to determine it's use,Intellectual property rights protect against stealing,-1,0
16665,2810,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned as it is old school and we need to get updated as a society.,Celibacy is too pressuring/diffcult,1,0
9487,11317,We should ban private military companies,private military companies are operated for profit rather than for the defence of nations.,Private military companies main interest is profit,1,1
1160,5341,We should abolish capital punishment,Capital punishment is an important deterrent to those who may consider committing a serious crime.,The death penalty is acceptable in cases of severe crimes,-1,0
15927,6956,We should abolish intellectual property rights,without intellection property rights there is no incentive to research and develop new products,Intellectual property rights incentivize investment in developing new products,-1,1
13061,16154,We should fight urbanization,we need to have some untouched land for crops and nature,Urbanization harms the environment,1,1
5190,20900,We should prohibit women in combat,prohibiting women in combat is sexist. women are just as capable of men in combat with proper training.,Women should be accepted as long as they pass the tests,-1,0
15507,6536,We should abolish intellectual property rights,intellectual property rights protect someone's research and hard work ensuring that they can be recognized and recompensed for their efforts.,Intellectual property rights incentivize creativity/innovation,-1,0
14835,707,Assisted suicide should be a criminal offence,killing another person is wrong and should be banned,Assisted suicide is akin to killing someone,1,1
13630,22880,We should subsidize space exploration,space exploration need only be done by the private sector.,Space exploration is expensive,-1,0
2071,13097,We should close Guantanamo Bay detention camp,guantanamo bay detection camp needs to be closed as this this prison is costing the united states millions of dollars for a prison that is no longer needed.,Detainees have the right to trial in US courts,1,0
11005,15377,We should fight for the abolition of nuclear weapons,nuclear weapons become more and more of a threat as they age and more countries seek to acquire them as well as terrorists as the weapons proliferate.,Nuclear weapons provoke or escalate a disastrous military action,1,0
15619,6648,We should abolish intellectual property rights,"it is unfair if two people come up with something at the same time, that if one gets to the patent office first the other can't use their idea",Intellectual property rights are unfair,1,1
4176,4279,We should abandon the use of school uniform,"school uniforms are an expense that many families can't afford. there are plenty of ways to get very cheap clothing, but discounted uniforms are more difficult to obtain.",School uniforms are often uncomfortable/sexist,1,0
218,10355,We should ban human cloning,human cloning can provide huge breakthroughs in the medical field.,Cloning promotes health,-1,1
7005,20146,We should legalize sex selection,"this could cause imbalance in population, if a generation is selected as mainly male or female",Sex selection is expensive,-1,0
789,10926,We should ban human cloning,we should allow human cloning as this will be beneficial to scientific advances in the future.,Cloning promotes health,-1,0
450,10587,We should ban human cloning,human cloning may have serious consequences such as cloning unhealthy cells and create humans that live very short,Cloning is unsafe,1,1
6443,19584,We should legalize sex selection,"selecting the sex of babies could lead to an in balance in society demonstrated by china , where the one child policy resulted in areas where there are approximately 10 males to 1 female.",It is unethical/unhealthy for parents to intervene,-1,0
636,10773,We should ban human cloning,if we ban cloning we will not advance in science because we will be stopping a very important discovery.,Cloning can be used for organ replication,-1,0
4936,5039,We should abandon the use of school uniform,we should because students should be able to wear what they want.,School uniform harms learning/creativity,1,0
4476,4579,We should abandon the use of school uniform,School uniforms increase security because an intruder - someone not in uniform - would be easily recognized.,School uniforms encourage discipline or focus on learning,-1,0
15625,6654,We should abolish intellectual property rights,"keeping ip laws is better for creation and innovation. if ideas and products are not protected, people have less incentive to continue creating if someone else can replicate their idea immediately.",Intellectual property rights incentivize creativity/innovation,-1,1
6881,20022,We should legalize sex selection,sex selections gives a family the children that they wish for,Sex selection prevents diseases in the child,1,0
4505,4608,We should abandon the use of school uniform,school uniforms keep school from becoming a fashion show.,School uniforms saves costs,-1,0
15082,954,Assisted suicide should be a criminal offence,the person assisting in an assisted suicide is committing murder and should be charged,People who are ill do not have clear judgement and are in need of help,1,0
9174,14525,We should end affirmative action,we should end affirmative action because it's another way that could be destroying to a person if the course doesn't run smooth,Affirmative action reduces quality,1,0
4489,4592,We should abandon the use of school uniform,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,School uniforms create a sense of equality/unity,-1,1
6662,19803,We should legalize sex selection,"Sex selection is immoral, and we should avoid using scientific tools in this way.",Sex selection reaffirms gender stereotypes/biases,-1,0
8549,22404,We should subsidize journalism,We should subsidize journalism to help them to cover more stories real stories with facts more efficiently and to reach more people about important issues in our day to day life from politic to the world issues,Subsidy increases objectivity in reporting,1,0
4992,5095,We should abandon the use of school uniform,we should not force parents with limited funds to buy a whole separate wardrobe for their children to go to school,School uniforms increase conformity or harm individuality,1,0
14037,23287,We should subsidize space exploration,we should subsidize it because we one day may need to find a place for new resources,Space exploration unravels information about the universe,1,0
7445,14794,We should end mandatory retirement,Mandatory retirement forces companies to exert resources in finding and hiring replacements for individuals they might not have been planning on replacing.,A mandatory retirement age decreases institutional knowledge,1,0
8692,14043,We should end affirmative action,affirmative action is a way for the less fortunate to improve their financial status,Affirmative action boosts diversity,-1,0
1270,5451,We should abolish capital punishment,capital punishment is often the only viable response to certain crimes and should be upheld,The death penalty is proportional,-1,0
16547,2692,The vow of celibacy should be abandoned,the vow of celibacy is one of the most important tenets of the catholic faith and should not be abandoned,Celibacy makes the priests to be perceived as holy,-1,0
11708,17590,We should legalize cannabis,I has been scientifically proven that cannabis is useful in treating pain in MS sufferers. It has also shown great promise in the reduction of seizures in those with sever epilepsy.,Cannabis is financially beneficial,1,0
15912,6941,We should abolish intellectual property rights,we shouldn't abolish intellectual property rights because it enhances the value of your company,Intellectual property rights protect against stealing,-1,0
684,10821,We should ban human cloning,the cloning of humans could help us get the cures we need and the most appropriate treatments for certain ailments,Cloning promotes health,-1,1
15622,6651,We should abolish intellectual property rights,it keeps others from infringing on patented ideas,Intellectual property rights incentivize creativity/innovation,-1,0
646,10783,We should ban human cloning,"it can help with medical research and lead to the treatment and cures of many different diseases,",Cloning can be used for organ replication,-1,0
4824,4927,We should abandon the use of school uniform,uniforms allow children to concentrate on learning and not fashion,School uniform reduces bullying,-1,0
9614,11444,We should ban private military companies,"private military companies have a role in the armed forces, especially at a time when budgets and personnel are being reduced",Private military companies increase safety,-1,0
16029,2174,The vow of celibacy should be abandoned,Celibacy has a positive side as it promotes self awareness and avoids pregnancy or sexually transmitted diseases. Within holy orders it allows for greater dedication to God's work.,Religious experiences and traditions should be maintained,-1,0
14804,676,Assisted suicide should be a criminal offence,It is a criminal offense to kill someone and that is what someone assisting a person in committing suicide is doing.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
9046,14397,We should end affirmative action,solving discrimination problems with more discrimination is a practice that makes no sense and should be stopped.,Affirmative action reduces quality,1,0
7431,14780,We should end mandatory retirement,"mandatory retirement discriminates based on age, not ability and should be ended",A mandatory retirement age decreases institutional knowledge,1,0
9456,11286,We should ban private military companies,private military companies are not trained to handle situations like military and can be dangerous to themselves and others. the should be banned for the safety of all.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
2957,12011,We should ban the use of child actors,"as long as child actors are protected and monitored, their participation in the acting industry should be allowed.",Child performers should not be banned as long as there is supervision/regulation,-1,1
14680,552,Assisted suicide should be a criminal offence,"being able to die with dignity should be a right. when someone thinks their time has come, they should be able to die comfortable without worrying if having their loved ones nearby would get them jail time.",People should have the freedom to choose to end their life,-1,1
370,10507,We should ban human cloning,human cloning is immoral and should be banned.,Cloning is not understood enough yet,1,0
10728,7591,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Banning guns would save lives,1,0
8854,14205,We should end affirmative action,"affirmative action results in unfair discrimination for other groups, many more people are now losing out because there are supposedly in a majority group which excludes them from many opportunities.",Affirmative action diminishes the achievements of minorities,1,0
13543,22793,We should subsidize space exploration,space exploration is needed to see how space can affect us here,Space exploration can help in colonizing the resources/lands of other planets,1,0
