,Unnamed: 0,topic,argument,key_point,stance,label
15152,1024,Assisted suicide should be a criminal offence,"Yes, because it is murder practically and this is considered a crime",Assisted suicide violates the doctor's role,1,0
11117,15489,We should fight for the abolition of nuclear weapons,we need to continue to fight to abolition nuclear weapons as there is no need to have weapons of mass destruction.,Nuclear weapons can fall into the wrong hands,1,0
1294,5475,We should abolish capital punishment,capital punishment is the best way of stopping a murderer from killing again.,The death penalty is proportional,-1,0
7310,14659,We should end mandatory retirement,everyone should have the choice when to retire.,A mandatory retirement is not fair/discriminatory,1,0
14806,678,Assisted suicide should be a criminal offence,It is a criminal offense to kill someone and that is what someone assisting a person in committing suicide is doing.,Assisted suicide should not be allowed because many times people can still get better,1,0
10941,15313,We should fight for the abolition of nuclear weapons,if no one had nuclear weapons we'd all be on an even playing field again.,Nuclear weapons provoke or escalate a disastrous military action,1,0
8736,14087,We should end affirmative action,affirmative action is just racism in a pretty dress. we need to end this now. we cannot allow racism to be okay in any format.,Affirmative action is not just,1,0
5579,21289,We should prohibit women in combat,women are more likely to be taken captive and sexually abused.,Men are better suited to combat roles than women,1,0
13636,22886,We should subsidize space exploration,space exploration needs our support to help us understand the universe and our place in it.,Space exploration is necessary for the future survival of humanity,1,0
7888,15237,We should end mandatory retirement,"we should not end mandatory retirement because people need to retire whether they realize it or not, it is not up to them, they of course have no free will.",A mandatory retirement age creates opportunities for other workers,-1,0
11020,15392,We should fight for the abolition of nuclear weapons,Nuclear Weapons have a capacity to wipe out an entire nation,Nuclear weapons can fall into the wrong hands,1,0
5265,20975,We should prohibit women in combat,to achieve true equality we should allow women to join men in fighting wars,Women can overcome differences and be just as capable in combat,-1,0
1510,5691,We should abolish capital punishment,if you kill or rape someone you deserve to die.,The death penalty helps the victim/their family,-1,0
5663,21373,We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women cannot overcome physical/emotional/mental barriers,1,1
1018,5199,We should abolish capital punishment,capital punishment can influence better behavior,The death penalty is proportional,-1,0
723,10860,We should ban human cloning,there is a huge ethical dilemma on whether or not the clones have rights or even a right to live normally,Cloning is unsafe,1,0
6557,19698,We should legalize sex selection,sex selection could cause more of one sex thus creating an imbalance.,Sex selection is expensive,-1,0
11865,17747,We should legalize cannabis,legalization will allow the government to set age restrictions on consumers,Cannabis is financially beneficial,1,0
9102,14453,We should end affirmative action,we need to balance the playing field since some groups have been unfairly treated and start off on a lower rung of the ladder. affirmative action strives to balance our egregious actions of the past.,Affirmative action is necessary to compensate for the past,-1,1
4489,4592,We should abandon the use of school uniform,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,School uniforms create a sense of equality/unity,-1,1
10090,11920,We should ban private military companies,we shouldn't ban private military companies because they can be a neutral provider of weapons and arms for the government,Hiring private military companies is financially beneficial,-1,0
5863,21573,We should prohibit women in combat,women in combat might be a distraction to men if the men are poorly trained.,Women soldier capture is a big concern,1,0
2798,13824,We should close Guantanamo Bay detention camp,We should close Guantanamo Bay detection camp as there is no further need for this and the detainees should be sent back to be dealt with by their own countries.,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
5484,21194,We should prohibit women in combat,women are as capable as men to enter in armed combat,Women can overcome differences and be just as capable in combat,-1,1
6765,19906,We should legalize sex selection,sex selection should be a parent's choice.,Sex selection prevents diseases in the child,1,0
12695,15788,We should fight urbanization,"urbanization destroys natural habits, impacting negatively the environment and endangering many native species of animals, plants and insect life.",Urbanization is causing a strain on the cities' resources,1,0
1339,5520,We should abolish capital punishment,Capital punishment normalizes government violence and having the power of life and death over citizens.,The death penalty is ineffective in deterring crimes,1,0
16644,2789,The vow of celibacy should be abandoned,"the vow of celibacy removes sexual activity with a view to focusing on a larger purpose - it can be seen as training the mind, and allows otherwise unforeseen advances of thought and discourse.",Priests choose to be celibates,-1,0
9484,11314,We should ban private military companies,private military companies are operated for profit rather than for the defence of nations.,Private military companies are less ethical and violate rights or commit crimes,1,0
6814,19955,We should legalize sex selection,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Sex selection can lead to gender imbalance,-1,0
3160,12214,We should ban the use of child actors,child actors are subjected to far too much pressure and are unable to live a normal life playing with friends and going to school. this pressure normally leads to health problems in later life.,Child performers are at risk of exploitation,1,0
6198,19339,We should legalize sex selection,it can lead to a gender imbalance in society,It is unethical/unhealthy for parents to intervene,-1,0
628,10765,We should ban human cloning,"if human cloning can provide answers or cures to diseases, we should not ban it.",Cloning can be used to create more advanced humans,-1,0
7540,14889,We should end mandatory retirement,mandatory retirement is unfair to those who will still need the income to survive after a certain age.,A mandatory retirement age harms the economy,1,0
8235,22090,We should subsidize journalism,people don't want to pay for freedom of the press,Government intervention has the risk of inserting bias/harming objectivity,-1,0
3845,12899,We should ban the use of child actors,we should ban the use of child actors because they need to be kids not waste their lifes acting,Being a performer harms the child's education,1,0
12192,18074,We should legalize cannabis,the medicinal effects of cannabis have brought many benefits to our society in recent years. that is why i believe that its legalization should be allowed in our society.,People should be allowed to do whatever they want to their own bodies,1,0
9228,14579,We should end affirmative action,"we should not end affirmative action, as their are still many marginalized groups that struggle to get ahead due to the extra challenges they face due to their status, such as lgbt or african american.",Affirmative action boosts diversity,-1,0
1462,5643,We should abolish capital punishment,"For a growing number of victims of violence, the thought of honoring our loved ones by killing another human being is not only counter-intuitive, but abhorrent",The death penalty is ineffective in deterring crimes,1,0
11855,17737,We should legalize cannabis,legalising cannabis would take the trade out of the hands of criminal gangs,Cannabis is safe/healthy/pain-relief,1,0
15522,6551,We should abolish intellectual property rights,intellectual property rights should be abolished as it limits competitions and innovation.,intellectual property rights are ineffective,1,0
9187,14538,We should end affirmative action,we should end affirmative action since it unfairly promotes people based on their minority instead of promoting people more suited for the job. it's reverse discrimination.,Affirmative action diminishes the achievements of minorities,1,0
13651,22901,We should subsidize space exploration,space exploration should be subsidized as it allows us to try and find an alternative place to live if we destroy our own planet.,Space exploration improves science/technology,1,0
16357,2502,The vow of celibacy should be abandoned,Taking a vow of celibacy is an individual's right of choice in a free world that should be allowed and totally respected.,Religious experiences and traditions should be maintained,-1,0
3709,12763,We should ban the use of child actors,"there is too much exploitation of minors in the entertainment industry. with advances in cgi, child actors can and should become a thing of the past.",Child performers have a lot of pressure,1,0
4087,4190,We should abandon the use of school uniform,school uniform are just right because otherwise will be recognized between kids who is rich and who is not.,School uniforms saves costs,-1,0
9441,11271,We should ban private military companies,private military companies are needed to provide security when the military can not do the job,Private military companies increase safety,-1,0
6112,19253,We should legalize sex selection,families have the right to use available technology to create the family they want.,Sex selection will prevent abortions/infanticide,1,0
6702,19843,We should legalize sex selection,sex selection is unnatural and goes against the view that it is up to god to decide the child one will have.,Sex selection will create abortions/infanticide,-1,0
6948,20089,We should legalize sex selection,the selection of sex is a valid option for couples who wish to take it,Sex selection prevents diseases in the child,1,0
1103,5284,We should abolish capital punishment,capital punishment helps deter serious crime.,The death penalty prevents crimes,-1,1
4351,4454,We should abandon the use of school uniform,school uniforms do not allow kids to express themselves through their clothes,School uniforms are often uncomfortable/sexist,1,0
14586,458,Assisted suicide should be a criminal offence,assisted suicide should not be a criminal offence because it helps to ease the suffering of those who will never recover from their illnesses or injuries.,Assisted suicide reduces suffering,-1,1
351,10488,We should ban human cloning,"human cloning is an abomination and immoral, we should not be playing god.",Cloning is unethical/anti-religious,1,1
958,5139,We should abolish capital punishment,"Abolishing capital punishment means the victims' families will pay their taxes to support offenders who ruined their and their loved ones' lives. There is nothing merciful or humane in this; it is a sick, cruel joke.",The death penalty is proportional,-1,0
15071,943,Assisted suicide should be a criminal offence,"the end of life can be painful and humiliating, and we should allow people the right to decide when they are ready to end their own suffering.",The terminally ill would benefit from assisted suicide,-1,0
9106,14457,We should end affirmative action,we need to pay special attention to those groups who have been treated unfairly throughout history.,Affirmative action reduces discrimination,-1,0
15069,941,Assisted suicide should be a criminal offence,"the end of life can be painful and humiliating, and we should allow people the right to decide when they are ready to end their own suffering.",Assisted suicide gives dignity to the person that wants to commit it,-1,0
9510,11340,We should ban private military companies,"private military companies are wrong and should be banned immediately. they are being paid to create war, not to help prevent it.",Private military companies are not professional,1,0
1536,5717,We should abolish capital punishment,"It has been shown that capital punishment doesn't deter crime, making it useless.",State-sanctioned killing is principally wrong,1,0
8398,22253,We should subsidize journalism,the distribution of knowledge and news is important,Subsidy increases objectivity in reporting,1,0
8658,14009,We should end affirmative action,affirmative action has done its job and so is not needed anymore.,Affirmative action diminishes the achievements of minorities,1,0
12198,18080,We should legalize cannabis,"the medicinal use of cannabis is so widespread, accepted and proven that its legalization is unstoppable",People should be allowed to do whatever they want to their own bodies,1,0
4072,4175,We should abandon the use of school uniform,people should be able to wear whatever they want. a school uniform stunts students' creativity.,School uniforms are often uncomfortable/sexist,1,0
10725,7588,We should abolish the right to keep and bear arms,We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,Banning guns would save lives,1,1
10481,7344,We should abolish the right to keep and bear arms,the right to bear arms is outlined in the 2nd amendment and should be protected.,Gun control is ineffective,-1,0
244,10381,We should ban human cloning,"human cloning could be dangerous in the wrong hands, for example dictators who could use it for unethical reasons.",Cloning is unethical/anti-religious,1,0
12705,15798,We should fight urbanization,urbanization destroys nature by using large amounts of the water and land available.,Urbanization causes crime,1,0
10689,7552,We should abolish the right to keep and bear arms,we cannot go against our constitution and ban guns,Gun ownership is a right,-1,1
6606,19747,We should legalize sex selection,"sex selection goes against nature and should not be legalized, it's like playing god.",Sex selection will create abortions/infanticide,-1,0
1528,5709,We should abolish capital punishment,Innocent people may be wrongly convicted and executed.,The death penalty is ineffective in deterring crimes,1,0
10785,7648,We should abolish the right to keep and bear arms,we should never abolish the right for citizens to keep and bear arms because many people still live in nature surrounded by violent animals and without a gun they can't protect themselves,Gun ownership is a right,-1,0
4404,4507,We should abandon the use of school uniform,school uniforms give kids no personal freedom and should be abandoned.,School uniforms are expensive,1,0
16295,2440,The vow of celibacy should be abandoned,people's feelings can change. it is unfair to hold someone's future self to a vow that they made not knowing who they would be in the future.,Celibacy leads to wrong sexual behaviour,1,0
8600,13951,We should end affirmative action,"affirmative action discriminates the majority, preventing skilled workers from gaining employment over someone less qualified but considered to be a member of a protected minority group.",Affirmative action diminishes the achievements of minorities,1,0
11397,17279,We should legalize cannabis,Cannabis helps cancer patients more than pharmacy drugs.,Legalizing cannabis will reduce black-market/criminal activity,1,0
5024,20734,We should prohibit women in combat,"all citizens should be given equal opportunity. if a woman wants to support her country on the battlefield, she should be able to do so.",Women can overcome differences and be just as capable in combat,-1,0
10423,7286,We should abolish the right to keep and bear arms,"the criminals will always get guns and be able to hurt innocent people, but having the right to bear arms allows the innocent citizens to keep weapons to protect themselves.",Gun ownership promotes self protection,-1,1
5226,20936,We should prohibit women in combat,there is no need to prohibit women from combat as long as there are conditions for fitness in place. any individual who meets the necessary fitness levels will be able to be of use in combat.,Women can create unique skills/strategies,-1,0
2179,13205,We should close Guantanamo Bay detention camp,"guantanamo bay is a place of victimization of human rights, unfair detention to some innocent prisoners that have been unfairly and unjustly racially profiled.",Detainees have the right to trial in US courts,1,0
136,10273,We should ban human cloning,"human cloning can be used to re-grow failed organs in the original person, thus possibly saving his life.",Cloning can be used for organ replication,-1,1
16587,2732,The vow of celibacy should be abandoned,the vow of celibacy is too important to do away with. it shows that there is nothing more important than the church and is a true goal worth striving for.,Removing celibacy could lead to sexually reckless acts,-1,0
15029,901,Assisted suicide should be a criminal offence,"suicide has never been legal. it is still killing, even if one is taking ones own life.",People do not have the right to self-harm/harm others,1,0
5392,21102,We should prohibit women in combat,"we should prohibit women in combat because they should be home with their families, leave the fighting for the men",Women cannot overcome physical/emotional/mental barriers,1,0
5199,20909,We should prohibit women in combat,some women are more skilled combat fighters than men. why should their skills be stifled?,Women should be able to serve in combat if they choose to,-1,0
11251,17133,We should legalize cannabis,cannabis can not be legal because of the damage that excessive consumption does,Cannabis increases lack-of-judgement/accidents,-1,0
11022,15394,We should fight for the abolition of nuclear weapons,nuclear weapons have ensured that there has not been a third world war because of the destructive threat,Nuclear weapons is essential for protection and deterrence,-1,1
5723,21433,We should prohibit women in combat,"women can do everything a man can do and if they pass all required tests and tasks, then they should be allowed in combat.",Women should be accepted as long as they pass the tests,-1,1
14002,23252,We should subsidize space exploration,we should not subsidize space exploration because its too expensive,There are issues more important to fund than space exploration,-1,0
9105,14456,We should end affirmative action,we need to pay special attention to those groups who have been treated unfairly throughout history.,Affirmative action is necessary to compensate for the past,-1,1
1215,5396,We should abolish capital punishment,capital punishment is good at keeping dangerous criminals off of the streets.,The death penalty prevents crimes,-1,1
13066,16159,We should fight urbanization,we should all be against urbanization. rural areas are very important to growing crops and goods from animals. these industrial buildings create a lot of pollution as well.,Urbanization is causing a strain on the cities' resources,1,0
8951,14302,We should end affirmative action,i think we should end affirmative action because gives minorities more power than others and rhis are another times,Affirmative action is ineffective,1,0
13746,22996,We should subsidize space exploration,subsidizing space exploration is a positive move to help advance our space program.,Space exploration is financially beneficial,1,0
9325,11155,We should ban private military companies,only governments can be trusted with armies so we should ban private military companies.,Private military companies are not professional,1,0
7071,20212,We should legalize sex selection,we should legalize sex selection because i think people should be able to pick if they want their child to be a boy or a girl,It is within the freedoms of the parents to select the sex of the child,1,1
8342,22197,We should subsidize journalism,Subsidizing journalism will embed current organizations and prevent start ups who don't have access to the same subsidies from rising up.,Government intervention has the risk of inserting bias/harming objectivity,-1,0
10036,11866,We should ban private military companies,"we should ban private military companies, military action should be manager by the state not by profit making businesses",Private military companies cannot be trusted to be loyal to the hiring country,1,0
710,10847,We should ban human cloning,there are to many ethical problems and it would be nearly impossible to regulate,Cloning is not understood enough yet,1,0
7392,14741,We should end mandatory retirement,mandatory retirement allows job markets to be cleared of those that should be retired because of slowing of the cognitive processes associated with old age letting in younger job seekers.,mandatory retirement age benefits those that are about to be retired,-1,0
12726,15819,We should fight urbanization,urbanization for people living in the country would be a good thing. it would be easier for them to have closer access to stores and other important places and this could make it happen.,Urbanization benefits the environment,-1,0
7954,21809,We should subsidize journalism,if journalism is funded by the government the government will regulate the news,Journalism is like every other business and if it is not sustainable it should fail,-1,0
6312,19453,We should legalize sex selection,legalizing sex selection will help ensure the children brought into the world will be wanted and loved by their parents.,Sex selection will prevent abortions/infanticide,1,0
2560,13586,We should close Guantanamo Bay detention camp,knowing that 95% of guantanamo bay prisoners are innocent is just a prove that guantanamo bay has to be closed at once.,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
5314,21024,We should prohibit women in combat,"we should not prohibit women in combat because if a woman wants to serve, a doctor should determine it on a case by case basis rather than banning the gender as a whole.",Women can create unique skills/strategies,-1,0
11311,17193,We should legalize cannabis,cannabis has been proven to create or make worse mental conditions in teens.,Cannabis increases lack-of-judgement/accidents,-1,0
11216,17098,We should legalize cannabis,"cannabis can be a gateway drug for other more harmful substances, and starts the user on a slippery, downward slope of dependence and addiction.",Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
8015,21870,We should subsidize journalism,journalism cannot be unbiased with subsidization,Government intervention has the risk of inserting bias/harming objectivity,-1,1
9367,11197,We should ban private military companies,private militaries are a threat to security if they decide to overthrow the government,Private military companies main interest is profit,1,0
9212,14563,We should end affirmative action,we should not end affirmative action because it helps gives opportunities to those who were denied that in the past.,Affirmative action reduces discrimination,-1,0
977,5158,We should abolish capital punishment,"By taking away the right to life of his victim, a murderer forfeits his own right to life.",The death penalty prevents crimes,-1,0
1312,5493,We should abolish capital punishment,"capital punishment is too risky as sometimes innocent people are killed. unless it can be known for certain that a person is guilty, capital punishment wiill always present too much of a risk.",The death penalty harms the disenfranchised,1,0
4479,4582,We should abandon the use of school uniform,school uniforms insure that students are on an equal footing from the start.,School uniform reduces bullying,-1,0
3894,12948,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",The parents should decide for their child,-1,0
1256,5437,We should abolish capital punishment,capital punishment is needed as a deterrent to murder.,The death penalty prevents crimes,-1,1
1565,5746,We should abolish capital punishment,it is possible that we could provide capital punishment to an innocent individual.,The death penalty harms the disenfranchised,1,0
16431,2576,The vow of celibacy should be abandoned,"the vow of celibacy imposes unnatural restrictions on an individual - sexual appetite is normal, and shutting this off leads to emotional problems, isolation and guilt.",Celibacy leads to wrong sexual behaviour,1,0
8208,22063,We should subsidize journalism,journalists receiving subsidies can be biased and untrustworthy,Government intervention has the risk of inserting bias/harming objectivity,-1,1
10260,7123,We should abolish the right to keep and bear arms,Individuals who live in remote areas need to be able to protect themselves,Gun ownership promotes self protection,-1,1
13486,22736,We should subsidize space exploration,space exploration is an important part of our great nation and we should encourage and develop it,Space exploration improves science/technology,1,0
16522,2667,The vow of celibacy should be abandoned,"the vow of celibacy is antiquated and obsolete in today's world, therefore it should be abandoned.",Celibacy is outdated,1,1
5070,20780,We should prohibit women in combat,"elimating women from combat situations flies in the face of gender equality - it is outdated to limit the participation of somebody purely based on sex, irrespective of how dangerous it may be.",Women should be accepted as long as they pass the tests,-1,0
16590,2735,The vow of celibacy should be abandoned,the vow of celibacy is too restrictive and hard to maintain. plus it's not actually mandated in the scriptures. therefore let's do away with it and let them be happy.,Celibacy is unhealthy/unnatural,1,0
11358,17240,We should legalize cannabis,cannabis has many valuable medical uses.,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
87,10224,We should ban human cloning,cloning would have strict regulations on how to handle clones and ethical dilemmas. scientific advancements made while working towards cloning can advance the human race.,Cloning can be used for organ replication,-1,0
2933,11987,We should ban the use of child actors,acting puts too much pressure on children and they are too young to handle it,Child performers have a lot of pressure,1,1
6740,19881,We should legalize sex selection,sex selection might cause an excess of one sex to be born at a specific time,Sex selection reaffirms gender stereotypes/biases,-1,0
11332,17214,We should legalize cannabis,cannabis has been shown to cause mental problems in teen users and shouldn't be legal.,Cannabis increases lack-of-judgement/accidents,-1,0
8340,22195,We should subsidize journalism,"Subsidizing journalism will be expensive for the government, the money should be used to fulfill more existential needs like housing and food instead.",It is preferable to spend the money elsewhere,-1,1
6570,19711,We should legalize sex selection,sex selection could lead to gender inbalance in some societies.,Sex selection reaffirms gender stereotypes/biases,-1,0
12495,15588,We should fight urbanization,"many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered",Urbanization causes crime,1,0
11968,17850,We should legalize cannabis,Legalizing marijuana boosts the economy and increases tax revenue.,Cannabis is financially beneficial,1,1
10780,7643,We should abolish the right to keep and bear arms,we should abolish this because so many innocent people can get hurt by accidental shootings or if the weapon is stolen then it can be used in a crime,Guns lead to accidental deaths,1,1
15508,6537,We should abolish intellectual property rights,intellectual property rights protect someone's research and hard work ensuring that they can be recognized and recompensed for their efforts.,Intellectual property rights incentivize investment in developing new products,-1,0
509,10646,We should ban human cloning,human cloning should be banned as this is considered to be immoral to many religious people.,Cloning is not understood enough yet,1,0
8670,14021,We should end affirmative action,affirmative action helps to create an equality amongst lower class groups,Affirmative action reduces discrimination,-1,1
975,5156,We should abolish capital punishment,"By taking away the right to life of his victim, a murderer forfeits his own right to life.",The death penalty helps the victim/their family,-1,0
7682,15031,We should end mandatory retirement,people should be able to choose when they retire.,We should let everyone retire when they are ready,1,1
14216,88,Assisted suicide should be a criminal offence,assisted suicide helps terminally ill people end their suffering,Assisted suicide reduces suffering,-1,1
6340,19481,We should legalize sex selection,most people believe that sex selection is immoral and unethical and leads to serious societal issues.,Sex selection can lead to gender imbalance,-1,0
2648,13674,We should close Guantanamo Bay detention camp,the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.,Detainees have the right to trial in US courts,1,0
1634,5815,We should abolish capital punishment,occasionally an innocent person is executed,The death penalty is a waste of resources,1,0
617,10754,We should ban human cloning,Human cloning would provide a means of finding cures to many deadly diseases.,Cloning helps those who can’t otherwise have a child,-1,0
4695,4798,We should abandon the use of school uniform,some families cannot afford school uniforms. this places an unneeded expense on some struggling families.,School uniforms increase conformity or harm individuality,1,0
12284,18166,We should legalize cannabis,we should legalize cannabis because it can help people with certain health problems be relieved of their symptoms,Legalizing cannabis will reduce black-market/criminal activity,1,0
1093,5274,We should abolish capital punishment,capital punishment has done nothing to actually deter serious crime in this country,The death penalty is a waste of resources,1,0
4213,4316,We should abandon the use of school uniform,school uniforms are important to keep students the same and prevents prejudices,School uniforms create a sense of equality/unity,-1,1
4934,5037,We should abandon the use of school uniform,we should allow young people to express their individualism.,School uniforms are often uncomfortable/sexist,1,0
12199,18081,We should legalize cannabis,the use of cannabis can provide a route into more harmful drug use.,Cannabis harms the body,-1,0
2580,13606,We should close Guantanamo Bay detention camp,not enough scrutiny of guantanamo bay is made available leading to possible abuses of power within the camp.,The Guantanamo bay detention camp is expensive,1,0
16790,2935,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because it is part of some religions,Priests choose to be celibates,-1,0
15391,6420,We should abolish intellectual property rights,intellectual property rights are so important in that they don't allow someone to just steal someone else's ideas and creations for their own benefit.,Intellectual property rights incentivize investment in developing new products,-1,0
14312,184,Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,Assisted suicide violates the doctor's role,1,0
6587,19728,We should legalize sex selection,"sex selection encourages gender discrimination, which is illegal",Sex selection will create abortions/infanticide,-1,0
352,10489,We should ban human cloning,"human cloning is an abomination and immoral, we should not be playing god.",Cloning is unsafe,1,0
1372,5553,We should abolish capital punishment,Capital punishment provides permanent closure to victims and their families who have experienced immense trauma and have been subjected to intense pain by the criminal.,The death penalty is proportional,-1,0
9586,11416,We should ban private military companies,private military companies do a good service by providing security where needed,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
9622,11452,We should ban private military companies,private military companies have no governmental controls and can attack people in their own country.,"Private military companies solicit engaging, or prolonging, conflict",1,0
3678,12732,We should ban the use of child actors,"there are enough rules and policies in place to protect child actors, making it a safe profession",Child performers are necessary for roles,-1,0
12634,15727,We should fight urbanization,urbanization can leave villages and towns as near ghost towns. urbanization can also lead to the break up of families as the elderly and young tend to be left behind.,Urbanization causes crime,1,0
6117,19258,We should legalize sex selection,families should have the right to choose the sex of their babies.,Sex selection will prevent abortions/infanticide,1,0
8983,14334,We should end affirmative action,it helps with diversity and ensures that everyone gets a fair chance.,Affirmative action is necessary to compensate for the past,-1,0
276,10413,We should ban human cloning,human cloning could lead to scientific breakthroughs that could solve many of the world's problems.,Cloning promotes science/research,-1,1
15737,6766,We should abolish intellectual property rights,we need to abolish intellectual property rights and let people innovate and create without having to worry about who owns what,Intellectual property prevents the continuous improvement of a service/product,1,0
678,10815,We should ban human cloning,scientific exploration should not be curtailed.,Cloning helps those who can’t otherwise have a child,-1,0
15874,6903,We should abolish intellectual property rights,we should not abolish intellectual property rights because it protects individuals rights to their discoveries and inventions.,Intellectual property rights incentivize investment in developing new products,-1,0
4560,4663,We should abandon the use of school uniform,"School uniforms make schools safer by making it easier to spot outsiders, harder for students to conceal weapons under baggy clothing, and make it easier for teachers to keep track of kids on trips.",School uniform reduces bullying,-1,0
9059,14410,We should end affirmative action,the affirmative action is discriminatory for those people who do not enter their parameters,Affirmative action is ineffective,1,0
14773,645,Assisted suicide should be a criminal offence,"if someone is suffering from an incurable disease and is in great pain, it can be humane to help end their suffering.",Assisted suicide gives dignity to the person that wants to commit it,-1,0
14190,62,Assisted suicide should be a criminal offence,assisted suicide allows one to end terminal pain and suffering and should be allowed to continue.,Assisted suicide reduces suffering,-1,1
7803,15152,We should end mandatory retirement,we should allow for everyone to work as long as they wish to provide for themselves,A mandatory retirement is not fair/discriminatory,1,0
16859,3004,The vow of celibacy should be abandoned,"the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.",Removing celibacy could lead to sexually reckless acts,-1,0
6820,19961,We should legalize sex selection,sex selection shouldn't be legalized because it's a breach of moral and ethics,Sex selection can lead to gender imbalance,-1,0
2533,13559,We should close Guantanamo Bay detention camp,it only exists to torture and indefinitely detain people without trial,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
8590,13941,We should end affirmative action,"affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,",Affirmative action is not just,1,0
14790,662,Assisted suicide should be a criminal offence,if we make it a criminal offence then it may discourage people from committing suicide due to the repercussions that their families may face.,Assisted suicide should not be allowed because many times people can still get better,1,0
2278,13304,We should close Guantanamo Bay detention camp,"Guantanamo Bay is run humanely, and detainees receive healthy food, good medical care, and clean housing.",The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
5813,21523,We should prohibit women in combat,women have the right to equal opportunity including military combat.,Women can create unique skills/strategies,-1,0
14396,268,Assisted suicide should be a criminal offence,assisted suicide is still one person essentially killing another,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
12905,15998,We should fight urbanization,urbanization is the answer for the overwhelming population.,Cities offer more opportunities,-1,0
13888,23138,We should subsidize space exploration,this is too expensive and we have more pressing issues down at earth,Space exploration is expensive,-1,1
4947,5050,We should abandon the use of school uniform,We should not abandon the use of school uniform as it allows students to focus on studying rather than fashion and appearances.,School uniforms encourage discipline or focus on learning,-1,1
16421,2566,The vow of celibacy should be abandoned,the vow of celibacy has always been an important test of a person's moral fortitude and should not be abandoned.,Celibacy is a strong religious belief,-1,0
8913,14264,We should end affirmative action,affirmative action won't change people's opinions and thoughts so is useless,Affirmative action diminishes the achievements of minorities,1,0
9467,11297,We should ban private military companies,private military companies are only in it for the financial gain,Private military companies main interest is profit,1,1
14353,225,Assisted suicide should be a criminal offence,assisted suicide is murder and therefore illegal,Assisted suicide violates the doctor's role,1,0
8866,14217,We should end affirmative action,affirmative action should be allowed as people in minority background need this to help them succeed.,Affirmative action is necessary to compensate for the past,-1,0
11339,17221,We should legalize cannabis,"cannabis has been shown to negatively affect the brain, causing psychosis and paranoia and should continue to be controlled",Legal cannabis will boost the black-market/criminal activity,-1,0
11615,17497,We should legalize cannabis,cannabis should be banned because it is a gateway drug to other harder drugs that are mind altering.,Legal cannabis will boost the black-market/criminal activity,-1,0
15803,6832,We should abolish intellectual property rights,we should abolish intellectual property rights because we never can truly know that someone came up with something.,Intellectual property rights waste money,1,0
3496,12550,We should ban the use of child actors,if we don't have child actors then we cannot create movies and dramas that other children can relate to.,Child performers are necessary for roles,-1,1
3458,12512,We should ban the use of child actors,"if a parent sees that their child has the ability to get into the entertainment business at an early age, it should be encouraged. everyone wants a better life and if they can start early, great.",Child performers should not be banned as long as there is supervision/regulation,-1,0
16176,2321,The vow of celibacy should be abandoned,if celibacy was abandoned then there would be more choice of partners and relationships could be improved.,Celibacy is too pressuring/diffcult,1,0
5753,21463,We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women soldier capture is a big concern,1,0
9205,14556,We should end affirmative action,We should not end affirmative action because elite institutions still do not demographically match the population as a whole.,Affirmative action boosts diversity,-1,1
3388,12442,We should ban the use of child actors,children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for.,Child performers are necessary for roles,-1,1
4550,4653,We should abandon the use of school uniform,"school uniforms make life so much easier. there's less for parents to buy, a lot can't afford name brand clothing. less bullying due to clothing. it's easier to get ready in the morning.",School uniform reduces bullying,-1,1
5980,21690,We should prohibit women in combat,women should be prohibited in combt as they are always going to have an extra emotional aspect for men which makes them vulnerable in combat.,Men are better suited to combat roles than women,1,0
10103,11933,We should ban private military companies,"when there is a shortage of military manpower, private military companies can fill the gaps.",Hiring private military companies is financially beneficial,-1,0
16583,2728,The vow of celibacy should be abandoned,the vow of celibacy is sacred and shows purity and should be encouraged not abandoned.,Priests choose to be celibates,-1,0
3471,12525,We should ban the use of child actors,"if parents agree for their children to acting in movies, can`t see any problem with it.",Child performers are necessary for roles,-1,0
15372,6401,We should abolish intellectual property rights,intellectual property rights are expensive to maintain and hold back the spread of new ideas,Intellectual property rights are unfair,1,0
