,Unnamed: 0,topic,argument,key_point,stance,label
3783,12837,We should ban the use of child actors,we must not prohibit the use of child actors because it goes against the right to work. children under the supervision of their parents can develop their artistic talent without affecting their personal growth,Child performers achieve success/confidence,-1,0
2618,13644,We should close Guantanamo Bay detention camp,the camp at guantanamo bay should be closed because it is an extra judicial locality that can hold people indefinitely without due process and without regard to human rights.,The Guantanamo bay detention camp is expensive,1,0
8272,22127,We should subsidize journalism,"subsidize journalism means getting people writing what they think will get them more money, so we should avoid this practice.",It is preferable to spend the money elsewhere,-1,0
3939,12993,We should ban the use of child actors,we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,Child performers are necessary for roles,-1,0
3409,12463,We should ban the use of child actors,"children should be learning and playing, not working",Child performers have a lot of pressure,1,0
10697,7560,We should abolish the right to keep and bear arms,we have the most guns per capita in the developed world and the highest level of gun violence,Guns can fall into the wrong hands,1,0
16021,2166,The vow of celibacy should be abandoned,celibacy detracts otherwise talented individuals from entering the clergy.,Celibacy is too pressuring/diffcult,1,0
8008,21863,We should subsidize journalism,journalism being subsidized would be dangerous in that it allows the possibility for one side to push their own agenda rather than seeking out the actual truth to report.,It is preferable to spend the money elsewhere,-1,0
6337,19478,We should legalize sex selection,maximizing reproductive freedom includes sex selection.,Sex selection prevents diseases in the child,1,0
5446,21156,We should prohibit women in combat,Woman are not as strong as men and would be a distraction on the battlefield,Women in combat can be a distraction or harm the function of the military,1,1
12777,15870,We should fight urbanization,urbanization hurts the environment & takes away from nature,Urbanization harms the environment,1,1
14874,746,Assisted suicide should be a criminal offence,no one should be able to get away with assisting suicide. it is nothing more than glorified murder. assisting should be replaced by helping these people find a better way to cope with their lives.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
4571,4674,We should abandon the use of school uniform,school uniforms not only save money for a new wardrobe every year but also allows students to concentrate on their studies rather than on what each other is wearing.,School uniform reduces bullying,-1,0
8373,22228,We should subsidize journalism,subsidizing journalism would make it beholden to the current administration and the integrity would decline.,It is preferable to spend the money elsewhere,-1,0
1769,5950,We should abolish capital punishment,the death penalty is not an effective deterrent to crime,The death penalty harms the disenfranchised,1,0
11755,17637,We should legalize cannabis,it can be very beneficial for people with certain illnesses so should be legal,Legalizing cannabis will reduce black-market/criminal activity,1,0
13996,23246,We should subsidize space exploration,we should not subsidize space exploration because it is very expensive in terms of the minute benefit we as a nation get out of it.,Space exploration is expensive,-1,1
13814,23064,We should subsidize space exploration,the technology we get from space exploration alone is worth the cost of it,Space exploration is financially beneficial,1,0
4019,4122,We should abandon the use of school uniform,"it is cheaper for parents to buy school uniforms, which is helpful to parents that are struggling financially.",School uniforms create a sense of equality/unity,-1,0
16869,3014,The vow of celibacy should be abandoned,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",Celibacy is a strong religious belief,-1,0
5508,21218,We should prohibit women in combat,women are human beings with autonomy and the freedom to choose for themselves whether to put their lives at risk for their country.,Women should be able to serve in combat if they choose to,-1,1
10963,15335,We should fight for the abolition of nuclear weapons,nuclear weapons are a huge deterent to our enemies,Nuclear weapons is essential for protection and deterrence,-1,1
5930,21640,We should prohibit women in combat,Women should be equally allowed to serve in combat just as men can since they add unique interpersonal skills to the military unit.,Women should be accepted as long as they pass the tests,-1,0
3251,12305,We should ban the use of child actors,Child actors have far wider experiences than other children giving them confidence and money that can enhance their adult lives.,Child performers are necessary for roles,-1,0
8973,14324,We should end affirmative action,it can help to prevent discrimination,Affirmative action is necessary to compensate for the past,-1,0
6628,19769,We should legalize sex selection,sex selection is a legitimate way to ensure that the population is balanced between men and women.,Sex selection prevents diseases in the child,1,0
2849,13875,We should close Guantanamo Bay detention camp,"we should close it, it is inhumane the way the prisoners are treated there",The Guantanamo bay detention camp is expensive,1,0
3053,12107,We should ban the use of child actors,Child actors are fine to use as long as there is a responsible adult watching them.,Child performers achieve success/confidence,-1,0
16292,2437,The vow of celibacy should be abandoned,people that take the vow of celibacy do so willingly and the option to take the vow should remain,Removing celibacy could lead to sexually reckless acts,-1,0
12012,17894,We should legalize cannabis,"legalizing recreational marijuana will add billions to the economy, create hundreds of thousands of jobs, and save limited police resources",People should be allowed to do whatever they want to their own bodies,1,0
16033,2178,The vow of celibacy should be abandoned,"celibacy holds many virtues, offers protection from disease as well as prevents unwanted pregnancies.",Priests choose to be celibates,-1,0
5133,20843,We should prohibit women in combat,if women want to stand up to fight and protect our country that desire and conviction needs to continue.,Women are an asset in combat,-1,0
12386,18268,We should legalize cannabis,we should not legalize cannabis then more children will get a hold of it,Cannabis increases lack-of-judgement/accidents,-1,0
12628,15721,We should fight urbanization,urbanization can help people become more social and active due to lots of things happening around them,Urbanization benefits the economy,-1,0
3392,12446,We should ban the use of child actors,"children should be able to live a normal childhood instead of having to miss out on many things. in a way, it is a form of child labor.",Child performers have a lot of pressure,1,0
4511,4614,We should abandon the use of school uniform,school uniforms let students focus on their education and not what they are wearing,Children can still express themselves using other means,-1,0
8355,22210,We should subsidize journalism,subsidizing journalism will limit journalists right of freedom of speech and they won't be able to cover the stories we need,Government intervention has the risk of inserting bias/harming objectivity,-1,1
3189,12243,We should ban the use of child actors,child actors become adults far too quickly and should not be allowed to act until they are adults,Child performers are at risk of exploitation,1,0
15213,6242,We should abolish intellectual property rights,creative property is just as important as physical work and should be protected,Intellectual property rights incentivize creativity/innovation,-1,0
4059,4162,We should abandon the use of school uniform,"Most students do not want school uniforms, they should not be mandatory.",School uniforms are often uncomfortable/sexist,1,0
12537,15630,We should fight urbanization,too much urbanization means less green space for people to enjoy and disturbs nature that resides there.,Urbanization causes crime,1,0
16519,2664,The vow of celibacy should be abandoned,the vow of celibacy is an unnecessary restriction that is putting too much pressure on people to maintain a lifestyle we are not biologically designed to adhere to,Celibacy is too pressuring/diffcult,1,1
8046,21901,We should subsidize journalism,Journalism is an important trade which keeps the people informed about all major issues.,Journalism is important to information-spreading/accountability,1,1
7549,14898,We should end mandatory retirement,mandatory retirement makes room for younger workers,mandatory retirement age benefits those that are about to be retired,-1,0
7400,14749,We should end mandatory retirement,mandatory retirement allows younger generations to get a fair chance to advance and is therefore necessary.,mandatory retirement age benefits those that are about to be retired,-1,0
10174,7037,We should abolish the right to keep and bear arms,gun ownership has led to many mass shootings lately,Gun ownership allows for mass-shootings/general gun violence,1,1
8267,22122,We should subsidize journalism,subsidising journalism would enable more people to broadcast their viewpoint and include more opinions in mainstream journalism.,Subsidies will increase the quality of journalism,1,0
13666,22916,We should subsidize space exploration,Space exploration should be subsidized because the information learned from it could provide useful to our planet.,Space exploration is financially beneficial,1,0
10805,7668,We should abolish the right to keep and bear arms,we should not abolish the right to keep and bear arms as everyone has a right to keep guns as a mean of protection as stated in the constitution.,Gun ownership is necessary for hunting/sports-shooting,-1,0
6834,19975,We should legalize sex selection,sex selection will have devastating consequences for gender imbalance.,Sex selection reaffirms gender stereotypes/biases,-1,0
10514,7377,We should abolish the right to keep and bear arms,the right to keep and bear and keep arms should be abolished as the number of deaths that are caused by this right is obscene and disproportionate to where this right is not in effect,Banning guns would save lives,1,1
13879,23129,We should subsidize space exploration,there is no urgent need for us to be exploring space. we don't need to waste our tax dollars on this right now. if there's any danger to our world then maybe it would be a good idea but there isn't.,There are issues more important to fund than space exploration,-1,1
13075,16168,We should fight urbanization,we should fight urbanization as it eats up our green spaces which we need to provide oxygen and food.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
10665,7528,We should abolish the right to keep and bear arms,there have been too many mass shootings where one person has caused enormous destruction just because of their right to bear arms.,Guns lead to accidental deaths,1,0
14806,678,Assisted suicide should be a criminal offence,It is a criminal offense to kill someone and that is what someone assisting a person in committing suicide is doing.,Assisted suicide should not be allowed because many times people can still get better,1,0
6974,20115,We should legalize sex selection,there are valid medical reasons for using sex selection to combat certain diseases,Sex selection makes the family more happy/complete,1,0
5905,21615,We should prohibit women in combat,women should be able to fight if they are strong enough,Women should be able to serve in combat if they choose to,-1,0
6146,19287,We should legalize sex selection,"if a family has a child or multiple children of the same sex, sex selection allows for the family to insure they have a child of the opposite sex.",Sex selection allows for better family planning,1,1
16559,2704,The vow of celibacy should be abandoned,the vow of celibacy is outdated and unrealistic for a majority of the people,Celibacy is too pressuring/diffcult,1,0
10581,7444,We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun ownership promotes self protection,-1,0
12477,15570,We should fight urbanization,it creates congestion and pollution,Urbanization harms the environment,1,1
15113,985,Assisted suicide should be a criminal offence,there is too much potential for exploitation of assisted suicide by malicious relatives that it should be banned as a matter of individual safety,People who are ill do not have clear judgement and are in need of help,1,0
1431,5612,We should abolish capital punishment,"Crime rates in states with capital punishment is no different than crime rates in states without, proving that it is an ineffective deterrent.",The death penalty is ineffective in deterring crimes,1,1
1396,5577,We should abolish capital punishment,capital punishment serves as a deterrent for criminals. they see the negative consequences of the actions of themselves and others.,The death penalty is acceptable in cases of severe crimes,-1,0
10196,7059,We should abolish the right to keep and bear arms,guns are a constitutional right and should not be taken away,Gun ownership promotes self protection,-1,0
6780,19921,We should legalize sex selection,sex selection should be legal for parents to select the sex of the child. parents with all boys or all girls should have the choice of selecting the other sex.,It is within the freedoms of the parents to select the sex of the child,1,1
13375,22625,We should subsidize space exploration,"space exploration encourages inventions beneficial to our everyday lives, as well as economic stimulation.",Space exploration is necessary for the future survival of humanity,1,0
12798,15891,We should fight urbanization,"urbanization is a major source of pollution when you consider large cities such as london, where air quality is extremely poor and children suffer from respiratory diseases.",Restrictions on migration would benefit people in the rural areas economically/socially,1,0
8625,13976,We should end affirmative action,affirmative action favors less qualified people at the expense of more qualified people,Affirmative action reduces quality,1,1
6723,19864,We should legalize sex selection,sex selection leads to higher abortion rates,Sex selection reaffirms gender stereotypes/biases,-1,0
10348,7211,We should abolish the right to keep and bear arms,Our founding fathers gave us the right to bear arms to protect us from a government getting too big. They have been going after our guns to have more control over us. It should never be abolished.,Gun ownership is necessary for hunting/sports-shooting,-1,0
16312,2457,The vow of celibacy should be abandoned,priests need to be celibate in order to fully focus on the monumental task of serving their people.,Celibacy is a strong religious belief,-1,0
2995,12049,We should ban the use of child actors,"because children are put into acting at a very young age they are not able to make that decision for themselves, it is not always something they want to do, but what the parents want them to do.",Being a performer harms the child's education,1,0
2658,13684,We should close Guantanamo Bay detention camp,the guantanomo bay camp should be closed as people are kept there without fair trials,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
2592,13618,We should close Guantanamo Bay detention camp,prisoners are subjected to practices and conditions that are regarded as inhumane,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
9725,11555,We should ban private military companies,private military companies provide valuable services in areas that are not served by enough military personnel,Hiring private military companies is financially beneficial,-1,0
16604,2749,The vow of celibacy should be abandoned,the vow of celibacy is what drives the religious people to commit crimes,Celibacy is unhealthy/unnatural,1,0
9366,11196,We should ban private military companies,private militaries are a threat to security if they decide to overthrow the government,Private military companies are less ethical and violate rights or commit crimes,1,0
15719,6748,We should abolish intellectual property rights,"there is much financial gain at stake here, the right country or persons should be the ones who benefit not those who steal for their own greed.","People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
10700,7563,We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun ownership is a right,-1,1
5274,20984,We should prohibit women in combat,"we cannot place barriers to any occupation due to gender, there are many women that are capable and effective military personnel",Women should be able to serve in combat if they choose to,-1,0
5350,21060,We should prohibit women in combat,we should not prohibit women in combat because women can be perform just as well as men can.,Women should be able to serve in combat if they choose to,-1,0
440,10577,We should ban human cloning,human cloning is vital for medical science as it might be able to identify treatments and cures for diseases,Cloning can be used to create more advanced humans,-1,0
4369,4472,We should abandon the use of school uniform,school uniforms don't let students be who they are,School uniforms are expensive,1,0
10840,7703,We should abolish the right to keep and bear arms,we should not abolish the right to keep and bear arms to protect ourselves from people that are trying to kill us,Gun ownership is a right,-1,0
6904,20045,We should legalize sex selection,some serious genetic disorders which are linked to the sex of a child can be avoided if sex selection is allowed,Sex selection prevents diseases in the child,1,1
11680,17562,We should legalize cannabis,cigarette smoking and alcohol consumption causes more damage to people than cannabis smoking does and they are both legal,Alcohol and tobacco are more harmful drugs yet remain legal,1,1
13785,23035,We should subsidize space exploration,the government funded the whole space program in the 60's and we made it to the moon.,Space exploration can help in colonizing the resources/lands of other planets,1,0
15696,6725,We should abolish intellectual property rights,"since intellectual property is such covers such a broad spectrum, it is difficult to prove that rights have been infringed leading to lengthy legal cases and should, therefore be abolished.",Intellectual property rights harm creativity/innovation,1,0
11246,17128,We should legalize cannabis,cannabis can help people alleviate pain,Cannabis is safe/healthy/pain-relief,1,1
7526,14875,We should end mandatory retirement,mandatory retirement is needed to keep businesses new and fresh with innovation from the younger generation.,mandatory retirement age benefits those that are about to be retired,-1,0
13107,16200,We should fight urbanization,we should fight urbanization because of the environmental impacts it has on the planet.,Urbanization harms the environment,1,1
13624,22874,We should subsidize space exploration,space exploration may be the only future for mankind,Space exploration unravels information about the universe,1,0
16409,2554,The vow of celibacy should be abandoned,the vow of celibacy does not have any bearing on whether a clergy member will be good at their job or not.,Celibacy is unhealthy/unnatural,1,0
3725,12779,We should ban the use of child actors,this is child labor and child labor is illegal.,Being a performer harms the child's education,1,0
791,10928,We should ban human cloning,we should allow science to further their research even if it includes human cloning.,Cloning can be used for organ replication,-1,0
6458,19599,We should legalize sex selection,Sex selection (for non medical reasons) is unethical.,It is unethical/unhealthy for parents to intervene,-1,1
2026,13052,We should close Guantanamo Bay detention camp,closing guantanamo is obligatory because they holding people there for years for nothing. how is that possible in our modern world?,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
12344,18226,We should legalize cannabis,we should legalize cannabis for health purposes,Legalizing cannabis will reduce black-market/criminal activity,1,0
8045,21900,We should subsidize journalism,Journalism is an important trade which keeps the people informed about all major issues.,A subsidy is important to make journalism viable,1,0
16285,2430,The vow of celibacy should be abandoned,"people can do what they want. if they want to stay celibate, that is their business.",Priests choose to be celibates,-1,1
14540,412,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offense because it's just a different name for murder,Assisted suicide violates the doctor's role,1,0
2016,13042,We should close Guantanamo Bay detention camp,close it now and stop terrorists from using it as a recruitment tool,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
3862,12916,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Child performers achieve success/confidence,-1,0
15269,6298,We should abolish intellectual property rights,"if a person has worked hard to create a lyric, a song or a novel then it is only fair that they own their work and benefit financially from it.",Intellectual property rights protect against stealing,-1,0
1622,5803,We should abolish capital punishment,No-one has ever proven with numbers that killing murderers stops other people committing similar crimes,State-sanctioned killing is principally wrong,1,0
3998,4101,We should abandon the use of school uniform,freedom of expression extends to the right to choose one's own clothing and a school uniform prevents this choice.,School uniform is harming the student's self expression,1,1
7671,15020,We should end mandatory retirement,people are valuable at any age and should be allowed to work for as long as they want to,We should let everyone retire when they are ready,1,1
1405,5586,We should abolish capital punishment,Capital punishment should be abolished because too many innocent people are put to death because they have been wrongly accused.,State-sanctioned killing is principally wrong,1,0
3261,12315,We should ban the use of child actors,"child actors lose their childhood by working at such a young age, growing up in a stressful, toxic environment, instead of a loving family.",Child performers are losing their childhood,1,1
3390,12444,We should ban the use of child actors,"children should be able to live a normal childhood instead of having to miss out on many things. in a way, it is a form of child labor.",Being a performer harms the child's education,1,0
5145,20855,We should prohibit women in combat,"in todays society where equality for women has been hard earned, it is the right of a woman to serve in a combat role if they so wish.",Women should be able to serve in combat if they choose to,-1,1
7021,20162,We should legalize sex selection,this is not a natural way of conception.,Sex selection reaffirms gender stereotypes/biases,-1,0
15953,2098,The vow of celibacy should be abandoned,a priest chooses to make a vow to god to be celibate. he is not forced. if he chooses to become a priest he makes this vow. we should not try to take this away from becoming a priest.,Religious experiences and traditions should be maintained,-1,0
11064,15436,We should fight for the abolition of nuclear weapons,the abolition of nuclear weapons means we would have a reduced potential of accidental detonation,Nuclear weapons can fall into the wrong hands,1,0
8360,22215,We should subsidize journalism,subsidizing journalism would eventually lead to biased news and articles,Government intervention has the risk of inserting bias/harming objectivity,-1,1
6245,19386,We should legalize sex selection,it's a personal decision that should not be regulated,Sex selection allows for better family planning,1,0
8996,14347,We should end affirmative action,it would ensure that the most qualified candidate gets the positions.,Affirmative action is ineffective,1,0
16444,2589,The vow of celibacy should be abandoned,the vow of celibacy is a personal choice and should be left to the individual,Celibacy is a strong religious belief,-1,0
5664,21374,We should prohibit women in combat,women are weaker than men so it is folly to allow them to engage in combat.,Women in combat can be a distraction or harm the function of the military,1,0
11398,17280,We should legalize cannabis,Cannabis helps cancer patients more than pharmacy drugs.,People should be allowed to do whatever they want to their own bodies,1,0
15053,925,Assisted suicide should be a criminal offence,suicide is never the answer and it is wrong,Assisted suicide should not be allowed because many times people can still get better,1,0
13687,22937,We should subsidize space exploration,"space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.",Space exploration is financially beneficial,1,0
11769,17651,We should legalize cannabis,it helps so many people and there is no good reason for it to be illegal when alcohol is not.,Cannabis is safe/healthy/pain-relief,1,1
15240,6269,We should abolish intellectual property rights,i think that we shouldn't abolish intellectual property rights because respect to the author,Intellectual property rights incentivize creativity/innovation,-1,0
14582,454,Assisted suicide should be a criminal offence,assisted suicide should not be a criminal offence because if someone doesn't want to live they shouldn't be forced to,Assisted suicide reduces suffering,-1,0
13757,23007,We should subsidize space exploration,"Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth.",Space exploration improves science/technology,1,1
2732,13758,We should close Guantanamo Bay detention camp,to keep america and it's allies safe and to rid the world of terrorists we need to keep guantanamo bay open. these are enemies and dangerous people. we need to get them to talk and give us intel we need.,Closing the Guantanamo bay detention camp would harm national security,-1,1
8690,14041,We should end affirmative action,affirmative action is a good tool for past injustices. it is a good tool to give everyone a chance to succeed in society,Affirmative action boosts diversity,-1,0
13940,23190,We should subsidize space exploration,we need to explore space so we can find minerals that are getting depleted on our planet,Space exploration is financially beneficial,1,0
16200,2345,The vow of celibacy should be abandoned,in this age it is not expected anymore for anyone to be celibate,Celibacy is outdated,1,1
5420,21130,We should prohibit women in combat,we shouldn't prohibit women in combat because it lets women pursue something they are passionate about,Women can overcome differences and be just as capable in combat,-1,0
10416,7279,We should abolish the right to keep and bear arms,"the average person has no reason to need a firearm, and most people aren't competent enough to be trusted with something so dangerous.",Guns lead to accidental deaths,1,0
1453,5634,We should abolish capital punishment,"Everyone is capable of being reformed, but that is impossible with the death penalty.",The death penalty is a waste of resources,1,0
15981,2126,The vow of celibacy should be abandoned,all human beings have the right to satisfy our needs,Celibacy is too pressuring/diffcult,1,0
3627,12681,We should ban the use of child actors,the use of child actors is well regulated enough that there are no serious harms.,Child performers achieve success/confidence,-1,0
12924,16017,We should fight urbanization,urbanization leads to deforestation and increased levels of pollution as well as concentration of waste and garbage.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
16368,2513,The vow of celibacy should be abandoned,the marriage would be a big distraction to priests and they should devote their life and time to god and preaching,Removing celibacy could lead to sexually reckless acts,-1,0
2762,13788,We should close Guantanamo Bay detention camp,we need to be able to isolate terrorists to keep our country safe and guantanamo bay serves this purpose,Closing the Guantanamo bay detention camp would harm national security,-1,1
9015,14366,We should end affirmative action,"over recent generations affirmative action has supported all segments of society. as society is now more fair, affirmative action has become redundant.",Affirmative action diminishes the achievements of minorities,1,0
16046,2191,The vow of celibacy should be abandoned,Celibacy is a pretty strong religious belief. Those who believe in celibacy should have the right to do so. Having sex before marriage is a sin in their eyes and society shouldn't judge.,Celibacy is a strong religious belief,-1,1
10347,7210,We should abolish the right to keep and bear arms,Our founding fathers gave us the right to bear arms to protect us from a government getting too big. They have been going after our guns to have more control over us. It should never be abolished.,Gun ownership is a right,-1,1
8758,14109,We should end affirmative action,affirmative action is no longer needed and should be ended,Affirmative action diminishes the achievements of minorities,1,0
12416,18298,We should legalize cannabis,we shouldn't legalize cannabis because it will make the younger crowd think drugs aren't as bad as they are told and could lead them to experimenting with other drugs and creating a drug addiction,Legal cannabis will boost the black-market/criminal activity,-1,0
1049,5230,We should abolish capital punishment,Capital punishment denies due process by making it impossible for new evidence or good behavior to change the sentence.,The death penalty is ineffective in deterring crimes,1,0
5628,21338,We should prohibit women in combat,women are physically and emotionally exceptional performers in high pressure situations and should not be prohibited from combat.,Women should be accepted as long as they pass the tests,-1,0
5472,21182,We should prohibit women in combat,Women are a distraction in combat and are too emotional for the realities of warfare.,Women cannot overcome physical/emotional/mental barriers,1,1
4998,5101,We should abandon the use of school uniform,we shouldn't abandon the use of school uniform as it sets boundaries for students and shows they represent an establishment that is great at teaching,Children can still express themselves using other means,-1,0
978,5159,We should abolish capital punishment,"By taking away the right to life of his victim, a murderer forfeits his own right to life.",The death penalty saves costs to the state,-1,0
2039,13065,We should close Guantanamo Bay detention camp,due to the history of abuses at this base it should be closed,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
14009,23259,We should subsidize space exploration,we should not subsidize space exploration because the money should be used for more important things like medical research,There are issues more important to fund than space exploration,-1,1
8871,14222,We should end affirmative action,affirmative action should be ended as it just benefits certain people.,Affirmative action diminishes the achievements of minorities,1,0
8870,14221,We should end affirmative action,affirmative action should be ended as it can favour the minorities and promote reverse discrimination,Affirmative action reduces quality,1,0
9446,11276,We should ban private military companies,private military companies are not regulated by government and their code of conduct might be violating human rights,Private military companies are less ethical and violate rights or commit crimes,1,1
4931,5034,We should abandon the use of school uniform,"we should abandon usage of school uniforms because they stifle individuality, creativity, and are annoying to clean them all the time.",School uniforms increase conformity or harm individuality,1,1
14891,763,Assisted suicide should be a criminal offence,no-one has the right to play god and decide to help another person to die.,Assisted suicide violates the doctor's role,1,0
1912,6093,We should abolish capital punishment,We have the responsibility to punish those who deserve it,The death penalty saves costs to the state,-1,0
13818,23068,We should subsidize space exploration,"the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters",Space exploration is financially beneficial,1,0
16972,3117,The vow of celibacy should be abandoned,"vows of celibacy are an archaic remnant of an older way of thinking and for the sake of bringing religious leaders closer to understanding the lives of normal people, should be left behind",Celibacy leads to wrong sexual behaviour,1,0
7951,21806,We should subsidize journalism,if it is not financially viable it shouldn't happen,It is preferable to spend the money elsewhere,-1,0
12377,18259,We should legalize cannabis,we should not legalize cannabis because then more people would be using it in public places,Cannabis harms the body,-1,0
1329,5510,We should abolish capital punishment,Capital punishment keeps prisons safer by keeping the prison population from being exposed to particularly awful criminals.,The death penalty helps the victim/their family,-1,0
14725,597,Assisted suicide should be a criminal offence,helping someone commit suicide is like killing them yourself.,Assisted suicide should not be allowed because many times people can still get better,1,0
12496,15589,We should fight urbanization,"many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered",Urbanization harms the environment,1,1
6371,19512,We should legalize sex selection,parents should have the right to decide what gender of child they want.,Sex selection will prevent abortions/infanticide,1,0
16612,2757,The vow of celibacy should be abandoned,the vow of celibacy keeps individuals focused on important issues and not on their own personal life,Removing celibacy could lead to sexually reckless acts,-1,0
1640,5821,We should abolish capital punishment,"Part of the purpose of punishment is to prevent dangerous people from committing further crimes, and capital punishment serves as protection against the most heinous offenders.",The death penalty helps the victim/their family,-1,0
13811,23061,We should subsidize space exploration,The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.,Space exploration unravels information about the universe,1,0
9285,11115,We should ban private military companies,if we need extra military support in certain areas we should be able to hire them,Hiring private military companies is financially beneficial,-1,0
9071,14422,We should end affirmative action,"there comes a point where affirmative action is not affirming because it gives people who are possibly not qualified to do a job a position of power that they are not fit for, simply because of their race.",Affirmative action perpetuates prejudice,1,0
5515,21225,We should prohibit women in combat,women are just as able as men in perfoming all of the roles that military service requires,Women can overcome differences and be just as capable in combat,-1,1
8733,14084,We should end affirmative action,"Affirmative action is just another way of making the play-field uneven, it may had value in the past, but now it is just immortalising the inequality.",Affirmative action reduces quality,1,0
14268,140,Assisted suicide should be a criminal offence,assisted suicide is a lot better than letting a person suffer until end of life.,Assisted suicide gives dignity to the person that wants to commit it,-1,0
16842,2987,The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions,Removing celibacy could lead to sexually reckless acts,-1,0
7910,15259,We should end mandatory retirement,with so many living longer and healthier lives we should embrace keeping them in the workforce.,A mandatory retirement is not fair/discriminatory,1,0
13196,22446,We should subsidize space exploration,exploring the earth is more important than what's outside of it and should receive the subsidy instead.,Space exploration can be carried by the private sector,-1,0
994,5175,We should abolish capital punishment,Capital punishment allows for more judicial discretion by providing more possible punishments to choose from.,The death penalty prevents crimes,-1,0
16023,2168,The vow of celibacy should be abandoned,celibacy detracts otherwise talented individuals from entering the clergy.,Celibacy leads to wrong sexual behaviour,1,0
5875,21585,We should prohibit women in combat,women in combat shouldn't be prohibited because it's an opportunity for them to reach their dreams,Women can create unique skills/strategies,-1,0
16513,2658,The vow of celibacy should be abandoned,the vow of celibacy is an outdated thinking,Celibacy reduces the pool of people wanting to become priests,1,0
12775,15868,We should fight urbanization,urbanization hurts the environment & takes away from nature,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
15891,6920,We should abolish intellectual property rights,we should not abolish intellectual property rights because that is someones idea and they should get credit for it.,Intellectual property rights incentivize investment in developing new products,-1,0
13714,22964,We should subsidize space exploration,"spend that money on things that truly matter right now, that can save lives, promote sustainability of this planet and make it a better place. that needs to be prioritized before we spend a fortune out in space",Space exploration can be carried by the private sector,-1,0
12698,15791,We should fight urbanization,urbanization destroys nature and destroys the world for future generations.,Urbanization harms the environment,1,1
13477,22727,We should subsidize space exploration,"space exploration is an expenditure so esoteric, it does not justify its hefty cost to the public.",Space exploration is ineffective,-1,0
8930,14281,We should end affirmative action,"By promoting diversity, affirmative action helps diminish negative stereotypes.",Affirmative action is necessary to compensate for the past,-1,0
13383,22633,We should subsidize space exploration,"space exploration gives us an advantage over other countries, allowing us to improve satellite placement that can help protect from combat enemies.",Space exploration is financially beneficial,1,0
4052,4155,We should abandon the use of school uniform,"Minors have very few rights as it is, why take away their freedom of expression when there are no harms in allowing it?",School uniform is harming the student's self expression,1,1
1831,6012,We should abolish capital punishment,there are crimes for which it is the only response,The death penalty is acceptable in cases of severe crimes,-1,1
10110,11940,We should ban private military companies,without private military companies the army wouldn't be able to provide enough personnel every day in crisis environments and therefore its essential they remain.,Private military companies are well-trained/better equipped,-1,0
10745,7608,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because it could lead to unnecessary accidents,Guns can fall into the wrong hands,1,0
13609,22859,We should subsidize space exploration,space exploration is vital to see if there are other planets that are habitable,Space exploration improves science/technology,1,0
1434,5615,We should abolish capital punishment,"Crimes that get the death penalty are rarely premeditated, which means capital punishment doesn't function as a deterant.",The death penalty irreversible,1,0
12714,15807,We should fight urbanization,"urbanization destroys the enviroment, and mankind should be finding ways of utilising the space already occupied more efficiently instead.",Urbanization harms the environment,1,1
14609,481,Assisted suicide should be a criminal offence,"assisted suicide should not be a criminal offense because when you get so sick with no hope left, one should be able to end the pain.",People should have the freedom to choose to end their life,-1,1
2356,13382,We should close Guantanamo Bay detention camp,Guantanamo Bay undemocratically burdens US citizens in terms of both liberties and finances,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
679,10816,We should ban human cloning,scientific exploration should not be curtailed.,Cloning promotes health,-1,0
5095,20805,We should prohibit women in combat,"given the characteristic of sensitivity generally present in the female gender, this could put at risk combat operations",Women soldier capture is a big concern,1,0
